기준_년분기_코드,자치구_코드,자치구_코드_명,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_률,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
20222,11215,광진구,CS200024,스포츠클럽,146.0,149.0,8.7,13.0,1.3,2.0,3.0
20222,11215,광진구,CS200030,피부관리실,253.0,260.0,5.8,15.0,0.4,1.0,7.0
20222,11215,광진구,CS200037,노래방,361.0,364.0,3.3,12.0,2.7,10.0,3.0
20222,11215,광진구,CS200046,의류임대,17.0,17.0,0.0,0.0,0.0,0.0,0.0
20222,11215,광진구,CS300002,편의점,88.0,368.0,4.9,18.0,4.1,15.0,280.0
20222,11215,광진구,CS300016,안경,68.0,90.0,0.0,0.0,2.2,2.0,22.0
20222,11215,광진구,CS300023,미용재료,35.0,35.0,0.0,0.0,2.9,1.0,0.0
20222,11215,광진구,CS300043,전자상거래업,736.0,736.0,3.3,24.0,4.2,31.0,0.0
20222,11230,동대문구,CS100005,제과점,147.0,218.0,6.9,15.0,2.3,5.0,71.0
20222,11230,동대문구,CS200012,법무사사무소,21.0,21.0,4.8,1.0,0.0,0.0,0.0
20222,11230,동대문구,CS200043,건축물청소,151.0,160.0,5.0,8.0,0.0,0.0,9.0
20222,11230,동대문구,CS300016,안경,60.0,81.0,0.0,0.0,2.5,2.0,21.0
20222,11230,동대문구,CS300036,조명용품,206.0,206.0,1.5,3.0,1.0,2.0,0.0
20222,11230,동대문구,CS300037,중고차판매,13.0,13.0,7.7,1.0,7.7,1.0,0.0
20222,11260,중랑구,CS200013,기타법무서비스,17.0,17.0,0.0,0.0,0.0,0.0,0.0
20222,11260,중랑구,CS200019,PC방,62.0,70.0,2.9,2.0,4.3,3.0,8.0
20222,11260,중랑구,CS200024,스포츠클럽,97.0,101.0,7.9,8.0,2.0,2.0,4.0
20222,11260,중랑구,CS200041,사진관,152.0,154.0,3.9,6.0,1.3,2.0,2.0
20222,11260,중랑구,CS300005,주류도매,27.0,27.0,0.0,0.0,0.0,0.0,0.0
20222,11260,중랑구,CS300007,육류판매,293.0,297.0,1.7,5.0,1.7,5.0,4.0
20222,11260,중랑구,CS300008,수산물판매,149.0,151.0,1.3,2.0,1.3,2.0,2.0
20222,11260,중랑구,CS300011,일반의류,928.0,929.0,1.5,14.0,1.5,14.0,1.0
20222,11260,중랑구,CS300023,미용재료,47.0,47.0,4.3,2.0,2.1,1.0,0.0
20222,11290,성북구,CS200013,기타법무서비스,18.0,18.0,11.1,2.0,0.0,0.0,0.0
20222,11290,성북구,CS200028,미용실,803.0,855.0,2.3,20.0,1.1,9.0,52.0
20222,11290,성북구,CS200041,사진관,171.0,174.0,2.3,4.0,1.1,2.0,3.0
20222,11290,성북구,CS200046,의류임대,8.0,8.0,0.0,0.0,0.0,0.0,0.0
20222,11290,성북구,CS300028,화초,140.0,142.0,4.2,6.0,2.1,3.0,2.0
20222,11305,강북구,CS100008,분식전문점,261.0,331.0,4.8,16.0,3.0,10.0,70.0
20222,11305,강북구,CS200009,동물병원,30.0,30.0,3.3,1.0,0.0,0.0,0.0
20222,11305,강북구,CS300006,미곡판매,53.0,53.0,0.0,0.0,3.8,2.0,0.0
20222,11305,강북구,CS300014,신발,84.0,85.0,2.4,2.0,2.4,2.0,1.0
20222,11305,강북구,CS300022,화장품,213.0,230.0,2.2,5.0,2.2,5.0,17.0
20222,11305,강북구,CS300025,자전거 및 기타운송장비,17.0,17.0,0.0,0.0,0.0,0.0,0.0
20222,11305,강북구,CS300026,완구,20.0,20.0,0.0,0.0,0.0,0.0,0.0
20222,11305,강북구,CS300036,조명용품,103.0,103.0,0.0,0.0,0.0,0.0,0.0
20222,11305,강북구,CS300041,예술품,13.0,13.0,0.0,0.0,0.0,0.0,0.0
20222,11320,도봉구,CS200017,골프연습장,34.0,35.0,2.9,1.0,2.9,1.0,1.0
20222,11320,도봉구,CS200031,세탁소,103.0,145.0,2.8,4.0,1.4,2.0,42.0
20222,11320,도봉구,CS200034,여관,30.0,30.0,6.7,2.0,10.0,3.0,0.0
20222,11320,도봉구,CS200038,독서실,66.0,85.0,7.1,6.0,7.1,6.0,19.0
20222,11320,도봉구,CS200040,녹음실,10.0,10.0,10.0,1.0,0.0,0.0,0.0
20222,11320,도봉구,CS300004,핸드폰,228.0,229.0,1.7,4.0,2.2,5.0,1.0
20222,11320,도봉구,CS300011,일반의류,550.0,551.0,2.7,15.0,1.6,9.0,1.0
20222,11320,도봉구,CS300014,신발,39.0,39.0,0.0,0.0,0.0,0.0,0.0
20222,11320,도봉구,CS300021,문구,79.0,90.0,2.2,2.0,1.1,1.0,11.0
20222,11320,도봉구,CS300029,애완동물,68.0,69.0,1.4,1.0,1.4,1.0,1.0
20222,11320,도봉구,CS300030,중고가구,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20222,11320,도봉구,CS300033,철물점,68.0,68.0,0.0,0.0,0.0,0.0,0.0
20222,11350,노원구,CS100004,양식음식점,143.0,186.0,4.3,8.0,2.2,4.0,43.0
20222,11350,노원구,CS200012,법무사사무소,48.0,48.0,0.0,0.0,0.0,0.0,0.0
20222,11350,노원구,CS200016,당구장,166.0,170.0,1.8,3.0,0.6,1.0,4.0
20222,11350,노원구,CS200032,가전제품수리,174.0,174.0,2.3,4.0,0.6,1.0,0.0
20222,11350,노원구,CS200043,건축물청소,248.0,254.0,3.1,8.0,1.2,3.0,6.0
20222,11350,노원구,CS200046,의류임대,12.0,12.0,0.0,0.0,0.0,0.0,0.0
20222,11350,노원구,CS300010,반찬가게,266.0,276.0,1.8,5.0,1.4,4.0,10.0
20222,11350,노원구,CS300017,시계및귀금속,106.0,110.0,1.8,2.0,0.9,1.0,4.0
20222,11350,노원구,CS300032,가전제품,67.0,67.0,3.0,2.0,0.0,0.0,0.0
20222,11350,노원구,CS300041,예술품,21.0,21.0,0.0,0.0,9.5,2.0,0.0
20222,11380,은평구,CS100001,한식음식점,1809.0,2075.0,2.5,51.0,2.7,57.0,266.0
20222,11380,은평구,CS100006,패스트푸드점,93.0,223.0,6.3,14.0,2.7,6.0,130.0
20222,11380,은평구,CS200005,스포츠 강습,299.0,309.0,3.9,12.0,1.6,5.0,10.0
20222,11380,은평구,CS200040,녹음실,30.0,31.0,0.0,0.0,0.0,0.0,1.0
20222,11380,은평구,CS200044,여행사,89.0,90.0,4.4,4.0,0.0,0.0,1.0
20222,11380,은평구,CS300007,육류판매,240.0,241.0,1.2,3.0,2.1,5.0,1.0
20222,11380,은평구,CS300009,청과상,206.0,206.0,5.3,11.0,4.9,10.0,0.0
20222,11380,은평구,CS300023,미용재료,52.0,52.0,1.9,1.0,0.0,0.0,0.0
20222,11380,은평구,CS300025,자전거 및 기타운송장비,31.0,31.0,0.0,0.0,0.0,0.0,0.0
20222,11380,은평구,CS300030,중고가구,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20222,11380,은평구,CS300042,주유소,42.0,42.0,0.0,0.0,0.0,0.0,0.0
20222,11410,서대문구,CS200005,스포츠 강습,214.0,219.0,3.2,7.0,2.3,5.0,5.0
20222,11410,서대문구,CS200006,일반의원,221.0,221.0,0.9,2.0,0.9,2.0,0.0
20222,11410,서대문구,CS200009,동물병원,25.0,25.0,0.0,0.0,0.0,0.0,0.0
20222,11410,서대문구,CS200011,변리사사무소,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20222,11410,서대문구,CS200023,통신기기수리,12.0,12.0,16.7,2.0,0.0,0.0,0.0
20222,11410,서대문구,CS200026,자동차미용,41.0,42.0,0.0,0.0,0.0,0.0,1.0
20222,11410,서대문구,CS300009,청과상,205.0,205.0,2.4,5.0,0.5,1.0,0.0
20222,11410,서대문구,CS300012,한복점,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20222,11410,서대문구,CS300034,악기,14.0,14.0,0.0,0.0,0.0,0.0,0.0
20222,11410,서대문구,CS300040,재생용품 판매점,18.0,18.0,0.0,0.0,0.0,0.0,0.0
20222,11440,마포구,CS200021,기타오락장,108.0,121.0,9.9,12.0,5.0,6.0,13.0
20222,11440,마포구,CS200026,자동차미용,52.0,59.0,3.4,2.0,0.0,0.0,7.0
20222,11440,마포구,CS200038,독서실,100.0,115.0,10.4,12.0,3.5,4.0,15.0
20222,11440,마포구,CS300020,서적,281.0,287.0,0.7,2.0,1.0,3.0,6.0
20222,11440,마포구,CS300022,화장품,727.0,788.0,2.7,21.0,1.6,13.0,61.0
20222,11440,마포구,CS300023,미용재료,55.0,55.0,7.3,4.0,0.0,0.0,0.0
20222,11440,마포구,CS300026,완구,74.0,74.0,5.4,4.0,0.0,0.0,0.0
20222,11500,강서구,CS200011,변리사사무소,20.0,20.0,5.0,1.0,0.0,0.0,0.0
20222,11500,강서구,CS200030,피부관리실,478.0,488.0,7.8,38.0,2.3,11.0,10.0
20222,11500,강서구,CS200035,게스트하우스,15.0,15.0,0.0,0.0,0.0,0.0,0.0
20222,11500,강서구,CS200037,노래방,346.0,363.0,6.1,22.0,3.9,14.0,17.0
20222,11500,강서구,CS200045,비디오/서적임대,9.0,10.0,0.0,0.0,0.0,0.0,1.0
20222,11500,강서구,CS300009,청과상,695.0,696.0,2.6,18.0,2.6,18.0,1.0
20222,11500,강서구,CS300015,가방,110.0,111.0,3.6,4.0,1.8,2.0,1.0
20222,11500,강서구,CS300021,문구,226.0,250.0,0.4,1.0,1.6,4.0,24.0
20222,11500,강서구,CS300039,모터사이클및부품,28.0,28.0,0.0,0.0,0.0,0.0,0.0
20222,11530,구로구,CS100006,패스트푸드점,83.0,208.0,3.8,8.0,2.4,5.0,125.0
20222,11530,구로구,CS200008,한의원,122.0,122.0,0.8,1.0,0.8,1.0,0.0
20222,11530,구로구,CS200009,동물병원,32.0,33.0,0.0,0.0,0.0,0.0,1.0
20222,11530,구로구,CS200019,PC방,63.0,69.0,2.9,2.0,5.8,4.0,6.0
20222,11530,구로구,CS200038,독서실,75.0,90.0,5.6,5.0,3.3,3.0,15.0
20222,11530,구로구,CS200043,건축물청소,217.0,222.0,4.1,9.0,0.9,2.0,5.0
20222,11530,구로구,CS300006,미곡판매,108.0,108.0,0.0,0.0,0.0,0.0,0.0
20222,11530,구로구,CS300017,시계및귀금속,131.0,133.0,1.5,2.0,1.5,2.0,2.0
20222,11530,구로구,CS300019,의료기기,167.0,167.0,2.4,4.0,0.6,1.0,0.0
20222,11530,구로구,CS300025,자전거 및 기타운송장비,33.0,33.0,0.0,0.0,0.0,0.0,0.0
20222,11545,금천구,CS100006,패스트푸드점,60.0,147.0,4.8,7.0,1.4,2.0,87.0
20222,11545,금천구,CS200011,변리사사무소,53.0,53.0,0.0,0.0,0.0,0.0,0.0
20222,11545,금천구,CS200014,회계사사무소,49.0,49.0,4.1,2.0,0.0,0.0,0.0
20222,11545,금천구,CS200046,의류임대,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20222,11545,금천구,CS300002,편의점,47.0,277.0,3.6,10.0,1.8,5.0,230.0
20222,11545,금천구,CS300003,컴퓨터및주변장치판매,694.0,694.0,1.2,8.0,1.2,8.0,0.0
20222,11545,금천구,CS300006,미곡판매,52.0,52.0,0.0,0.0,1.9,1.0,0.0
20222,11545,금천구,CS300019,의료기기,172.0,173.0,1.7,3.0,2.3,4.0,1.0
20222,11545,금천구,CS300020,서적,120.0,121.0,0.8,1.0,0.0,0.0,1.0
20222,11545,금천구,CS300023,미용재료,41.0,41.0,0.0,0.0,0.0,0.0,0.0
20222,11560,영등포구,CS200029,네일숍,165.0,171.0,5.8,10.0,1.2,2.0,6.0
20222,11560,영등포구,CS200033,부동산중개업,2065.0,2068.0,2.7,56.0,1.3,27.0,3.0
20222,11560,영등포구,CS300003,컴퓨터및주변장치판매,631.0,632.0,0.8,5.0,0.8,5.0,1.0
20222,11560,영등포구,CS300007,육류판매,256.0,258.0,3.1,8.0,2.3,6.0,2.0
20222,11560,영등포구,CS300012,한복점,16.0,16.0,0.0,0.0,0.0,0.0,0.0
20222,11560,영등포구,CS300015,가방,167.0,169.0,1.8,3.0,0.6,1.0,2.0
20222,11560,영등포구,CS300025,자전거 및 기타운송장비,49.0,49.0,2.0,1.0,0.0,0.0,0.0
20222,11560,영등포구,CS300039,모터사이클및부품,45.0,45.0,2.2,1.0,0.0,0.0,0.0
20222,11560,영등포구,CS300042,주유소,59.0,59.0,0.0,0.0,3.4,2.0,0.0
20222,11590,동작구,CS100007,치킨전문점,92.0,260.0,3.8,10.0,2.7,7.0,168.0
20222,11590,동작구,CS200019,PC방,62.0,72.0,1.4,1.0,0.0,0.0,10.0
20222,11590,동작구,CS200024,스포츠클럽,122.0,128.0,3.1,4.0,2.3,3.0,6.0
20222,11590,동작구,CS200032,가전제품수리,80.0,80.0,2.5,2.0,1.3,1.0,0.0
20222,11590,동작구,CS300003,컴퓨터및주변장치판매,146.0,146.0,0.0,0.0,0.7,1.0,0.0
20222,11590,동작구,CS300017,시계및귀금속,61.0,62.0,3.2,2.0,0.0,0.0,1.0
20222,11590,동작구,CS300021,문구,96.0,109.0,3.7,4.0,0.9,1.0,13.0
20222,11620,관악구,CS100002,중식음식점,220.0,247.0,4.9,12.0,3.6,9.0,27.0
20222,11620,관악구,CS100003,일식음식점,218.0,254.0,4.7,12.0,4.3,11.0,36.0
20222,11620,관악구,CS100008,분식전문점,408.0,541.0,4.1,22.0,3.5,19.0,133.0
20222,11620,관악구,CS200010,변호사사무소,35.0,35.0,0.0,0.0,2.9,1.0,0.0
20222,11620,관악구,CS200013,기타법무서비스,54.0,54.0,1.9,1.0,0.0,0.0,0.0
20222,11620,관악구,CS200015,세무사사무소,110.0,110.0,0.0,0.0,0.0,0.0,0.0
20222,11620,관악구,CS200019,PC방,97.0,110.0,3.6,4.0,5.5,6.0,13.0
20222,11620,관악구,CS200043,건축물청소,255.0,260.0,3.8,10.0,2.7,7.0,5.0
20222,11620,관악구,CS200044,여행사,74.0,74.0,6.8,5.0,1.4,1.0,0.0
20222,11620,관악구,CS300001,슈퍼마켓,353.0,510.0,2.2,11.0,3.3,17.0,157.0
20222,11620,관악구,CS300010,반찬가게,258.0,265.0,4.5,12.0,1.5,4.0,7.0
20222,11620,관악구,CS300012,한복점,6.0,6.0,0.0,0.0,0.0,0.0,0.0
20222,11620,관악구,CS300016,안경,57.0,89.0,1.1,1.0,0.0,0.0,32.0
20222,11620,관악구,CS300028,화초,131.0,133.0,4.5,6.0,2.3,3.0,2.0
20222,11620,관악구,CS300035,인테리어,170.0,170.0,1.2,2.0,0.0,0.0,0.0
20222,11650,서초구,CS100002,중식음식점,243.0,279.0,3.6,10.0,1.8,5.0,36.0
20222,11650,서초구,CS100009,호프-간이주점,567.0,662.0,2.6,17.0,3.6,24.0,95.0
20222,11650,서초구,CS100010,커피-음료,1150.0,1495.0,5.4,80.0,3.1,47.0,345.0
20222,11650,서초구,CS200015,세무사사무소,1023.0,1023.0,1.3,13.0,0.7,7.0,0.0
20222,11650,서초구,CS200038,독서실,141.0,173.0,3.5,6.0,3.5,6.0,32.0
20222,11650,서초구,CS200047,가정용품임대,88.0,88.0,0.0,0.0,0.0,0.0,0.0
20222,11650,서초구,CS300004,핸드폰,321.0,325.0,3.4,11.0,1.2,4.0,4.0
20222,11650,서초구,CS300010,반찬가게,578.0,593.0,2.2,13.0,1.3,8.0,15.0
20222,11650,서초구,CS300030,중고가구,14.0,14.0,0.0,0.0,0.0,0.0,0.0
20222,11650,서초구,CS300039,모터사이클및부품,27.0,27.0,11.1,3.0,0.0,0.0,0.0
20222,11680,강남구,CS200005,스포츠 강습,876.0,909.0,4.1,37.0,1.3,12.0,33.0
20222,11680,강남구,CS200018,볼링장,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20222,11680,강남구,CS200020,전자게임장,20.0,20.0,15.0,3.0,5.0,1.0,0.0
20222,11680,강남구,CS200031,세탁소,378.0,443.0,0.9,4.0,0.2,1.0,65.0
20222,11680,강남구,CS200035,게스트하우스,39.0,41.0,2.4,1.0,0.0,0.0,2.0
20222,11680,강남구,CS200043,건축물청소,340.0,345.0,2.9,10.0,0.6,2.0,5.0
20222,11680,강남구,CS300007,육류판매,267.0,275.0,2.5,7.0,1.5,4.0,8.0
20222,11680,강남구,CS300009,청과상,309.0,314.0,3.2,10.0,1.0,3.0,5.0
20222,11680,강남구,CS300013,유아의류,123.0,130.0,0.8,1.0,2.3,3.0,7.0
20222,11680,강남구,CS300017,시계및귀금속,520.0,528.0,1.3,7.0,0.6,3.0,8.0
20222,11680,강남구,CS300023,미용재료,81.0,81.0,2.5,2.0,0.0,0.0,0.0
20222,11680,강남구,CS300027,섬유제품,216.0,216.0,0.5,1.0,0.0,0.0,0.0
20222,11710,송파구,CS200005,스포츠 강습,632.0,653.0,4.4,29.0,1.2,8.0,21.0
20222,11710,송파구,CS200008,한의원,270.0,270.0,1.9,5.0,0.4,1.0,0.0
20222,11710,송파구,CS200010,변호사사무소,227.0,227.0,2.6,6.0,2.2,5.0,0.0
20222,11710,송파구,CS200016,당구장,259.0,267.0,1.1,3.0,2.6,7.0,8.0
20222,11710,송파구,CS200019,PC방,91.0,103.0,3.9,4.0,7.8,8.0,12.0
20222,11710,송파구,CS200021,기타오락장,66.0,81.0,3.7,3.0,2.5,2.0,15.0
20222,11710,송파구,CS200035,게스트하우스,23.0,24.0,16.7,4.0,8.3,2.0,1.0
20222,11710,송파구,CS200046,의류임대,12.0,13.0,7.7,1.0,0.0,0.0,1.0
20222,11710,송파구,CS300004,핸드폰,415.0,421.0,1.7,7.0,1.4,6.0,6.0
20222,11710,송파구,CS300009,청과상,2570.0,2580.0,1.2,30.0,0.9,22.0,10.0
20222,11710,송파구,CS300017,시계및귀금속,214.0,227.0,0.4,1.0,0.9,2.0,13.0
20222,11710,송파구,CS300039,모터사이클및부품,34.0,34.0,2.9,1.0,0.0,0.0,0.0
20222,11740,강동구,CS100003,일식음식점,202.0,233.0,3.0,7.0,3.9,9.0,31.0
20222,11740,강동구,CS100010,커피-음료,727.0,919.0,6.0,55.0,3.4,31.0,192.0
20222,11740,강동구,CS200006,일반의원,436.0,436.0,1.6,7.0,1.1,5.0,0.0
20222,11740,강동구,CS200017,골프연습장,81.0,83.0,7.2,6.0,0.0,0.0,2.0
20222,11740,강동구,CS200019,PC방,79.0,87.0,3.4,3.0,3.4,3.0,8.0
20222,11740,강동구,CS200020,전자게임장,15.0,15.0,0.0,0.0,13.3,2.0,0.0
20222,11740,강동구,CS200023,통신기기수리,24.0,24.0,8.3,2.0,8.3,2.0,0.0
20222,11740,강동구,CS200027,모터사이클수리,20.0,20.0,0.0,0.0,10.0,2.0,0.0
20222,11740,강동구,CS200042,통번역서비스,53.0,53.0,0.0,0.0,0.0,0.0,0.0
20222,11740,강동구,CS300004,핸드폰,343.0,350.0,2.6,9.0,1.1,4.0,7.0
20222,11740,강동구,CS300017,시계및귀금속,135.0,137.0,1.5,2.0,0.0,0.0,2.0
20222,11740,강동구,CS300027,섬유제품,108.0,108.0,0.0,0.0,0.0,0.0,0.0
20222,11740,강동구,CS300032,가전제품,106.0,106.0,0.9,1.0,0.9,1.0,0.0
20222,11740,강동구,CS300039,모터사이클및부품,18.0,18.0,0.0,0.0,5.6,1.0,0.0
20222,11110,종로구,CS100002,중식음식점,199.0,227.0,5.3,12.0,1.3,3.0,28.0
20222,11110,종로구,CS200001,일반교습학원,252.0,263.0,3.0,8.0,1.9,5.0,11.0
20222,11110,종로구,CS200004,컴퓨터학원,27.0,27.0,0.0,0.0,3.7,1.0,0.0
20222,11110,종로구,CS200009,동물병원,10.0,10.0,0.0,0.0,0.0,0.0,0.0
20222,11110,종로구,CS200013,기타법무서비스,104.0,104.0,2.9,3.0,1.0,1.0,0.0
20222,11110,종로구,CS200018,볼링장,10.0,10.0,0.0,0.0,10.0,1.0,0.0
20222,11110,종로구,CS200025,자동차수리,31.0,40.0,0.0,0.0,0.0,0.0,9.0
20222,11110,종로구,CS200039,DVD방,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20222,11110,종로구,CS200043,건축물청소,86.0,86.0,1.2,1.0,1.2,1.0,0.0
20222,11110,종로구,CS200046,의류임대,82.0,82.0,6.1,5.0,1.2,1.0,0.0
20222,11110,종로구,CS300012,한복점,122.0,122.0,1.6,2.0,0.0,0.0,0.0
20222,11110,종로구,CS300015,가방,113.0,115.0,0.9,1.0,0.0,0.0,2.0
20222,11110,종로구,CS300019,의료기기,125.0,125.0,0.8,1.0,1.6,2.0,0.0
20222,11140,중구,CS100007,치킨전문점,56.0,162.0,1.9,3.0,3.1,5.0,106.0
20222,11140,중구,CS100008,분식전문점,398.0,515.0,1.6,8.0,1.6,8.0,117.0
20222,11140,중구,CS200001,일반교습학원,135.0,153.0,3.9,6.0,0.7,1.0,18.0
20222,11110,종로구,CS200045,비디오/서적임대,5.0,6.0,0.0,0.0,0.0,0.0,1.0
20222,11110,종로구,CS300042,주유소,17.0,17.0,0.0,0.0,0.0,0.0,0.0
20222,11140,중구,CS200018,볼링장,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20222,11140,중구,CS200036,고시원,14.0,14.0,7.1,1.0,0.0,0.0,0.0
20222,11140,중구,CS300002,편의점,94.0,385.0,3.6,14.0,3.4,13.0,291.0
20222,11140,중구,CS300005,주류도매,45.0,45.0,0.0,0.0,2.2,1.0,0.0
20222,11140,중구,CS300010,반찬가게,363.0,375.0,0.5,2.0,0.5,2.0,12.0
20222,11170,용산구,CS200009,동물병원,33.0,33.0,6.1,2.0,9.1,3.0,0.0
20222,11170,용산구,CS200012,법무사사무소,13.0,13.0,0.0,0.0,0.0,0.0,0.0
20222,11170,용산구,CS200020,전자게임장,5.0,6.0,0.0,0.0,0.0,0.0,1.0
20222,11170,용산구,CS200046,의류임대,11.0,11.0,0.0,0.0,0.0,0.0,0.0
20222,11170,용산구,CS300010,반찬가게,183.0,189.0,3.2,6.0,2.1,4.0,6.0
20222,11170,용산구,CS300027,섬유제품,69.0,70.0,0.0,0.0,0.0,0.0,1.0
20222,11170,용산구,CS300042,주유소,25.0,25.0,0.0,0.0,0.0,0.0,0.0
20222,11200,성동구,CS100005,제과점,175.0,231.0,5.6,13.0,2.2,5.0,56.0
20222,11200,성동구,CS200003,예술학원,285.0,300.0,4.3,13.0,1.7,5.0,15.0
20222,11200,성동구,CS200010,변호사사무소,36.0,36.0,0.0,0.0,0.0,0.0,0.0
20222,11200,성동구,CS200037,노래방,151.0,154.0,2.6,4.0,3.9,6.0,3.0
20222,11200,성동구,CS300004,핸드폰,226.0,226.0,1.3,3.0,1.8,4.0,0.0
20222,11200,성동구,CS300008,수산물판매,68.0,68.0,0.0,0.0,0.0,0.0,0.0
20222,11200,성동구,CS300024,운동/경기용품,128.0,128.0,2.3,3.0,1.6,2.0,0.0
20222,11200,성동구,CS300026,완구,22.0,22.0,0.0,0.0,0.0,0.0,0.0
20222,11200,성동구,CS300027,섬유제품,81.0,82.0,1.2,1.0,1.2,1.0,1.0
20222,11215,광진구,CS200003,예술학원,327.0,341.0,2.3,8.0,1.5,5.0,14.0
20222,11215,광진구,CS200005,스포츠 강습,266.0,273.0,2.9,8.0,0.4,1.0,7.0
20222,11215,광진구,CS200022,복권방,44.0,44.0,6.8,3.0,2.3,1.0,0.0
20222,11215,광진구,CS200031,세탁소,202.0,228.0,3.1,7.0,0.9,2.0,26.0
20222,11215,광진구,CS200038,독서실,104.0,131.0,2.3,3.0,2.3,3.0,27.0
20222,11215,광진구,CS300006,미곡판매,69.0,69.0,1.4,1.0,1.4,1.0,0.0
20222,11215,광진구,CS300035,인테리어,133.0,133.0,2.3,3.0,0.8,1.0,0.0
20222,11215,광진구,CS300041,예술품,20.0,20.0,0.0,0.0,0.0,0.0,0.0
20222,11230,동대문구,CS100002,중식음식점,192.0,213.0,4.7,10.0,5.2,11.0,21.0
20222,11230,동대문구,CS100007,치킨전문점,105.0,275.0,2.9,8.0,4.0,11.0,170.0
20222,11230,동대문구,CS200004,컴퓨터학원,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20222,11230,동대문구,CS200005,스포츠 강습,212.0,221.0,0.9,2.0,0.0,0.0,9.0
20222,11230,동대문구,CS200014,회계사사무소,8.0,8.0,0.0,0.0,0.0,0.0,0.0
20222,11230,동대문구,CS200025,자동차수리,277.0,294.0,1.0,3.0,1.7,5.0,17.0
20222,11230,동대문구,CS200032,가전제품수리,118.0,119.0,0.8,1.0,0.8,1.0,1.0
20222,11230,동대문구,CS200042,통번역서비스,52.0,52.0,3.8,2.0,1.9,1.0,0.0
20222,11230,동대문구,CS300002,편의점,87.0,344.0,3.8,13.0,1.5,5.0,257.0
20222,11230,동대문구,CS300009,청과상,931.0,931.0,2.1,20.0,1.0,9.0,0.0
20222,11230,동대문구,CS300032,가전제품,81.0,81.0,1.2,1.0,1.2,1.0,0.0
20222,11260,중랑구,CS100009,호프-간이주점,604.0,676.0,5.5,37.0,3.6,24.0,72.0
20222,11260,중랑구,CS300015,가방,57.0,59.0,6.8,4.0,3.4,2.0,2.0
20222,11260,중랑구,CS300016,안경,59.0,80.0,2.5,2.0,1.3,1.0,21.0
20222,11260,중랑구,CS300022,화장품,313.0,345.0,2.9,10.0,1.7,6.0,32.0
20222,11260,중랑구,CS300024,운동/경기용품,60.0,60.0,3.3,2.0,0.0,0.0,0.0
20222,11260,중랑구,CS300031,가구,93.0,93.0,0.0,0.0,0.0,0.0,0.0
20222,11260,중랑구,CS300040,재생용품 판매점,69.0,69.0,0.0,0.0,0.0,0.0,0.0
20222,11290,성북구,CS100009,호프-간이주점,495.0,562.0,2.5,14.0,2.8,16.0,67.0
20222,11290,성북구,CS200020,전자게임장,7.0,10.0,10.0,1.0,0.0,0.0,3.0
20222,11290,성북구,CS200032,가전제품수리,128.0,128.0,0.8,1.0,0.8,1.0,0.0
20222,11290,성북구,CS300010,반찬가게,234.0,248.0,4.8,12.0,1.2,3.0,14.0
20222,11290,성북구,CS300013,유아의류,39.0,40.0,2.5,1.0,0.0,0.0,1.0
20222,11290,성북구,CS300022,화장품,247.0,277.0,1.8,5.0,1.8,5.0,30.0
20222,11305,강북구,CS100010,커피-음료,462.0,589.0,5.1,30.0,3.7,22.0,127.0
20222,11305,강북구,CS200003,예술학원,194.0,200.0,3.0,6.0,0.5,1.0,6.0
20222,11305,강북구,CS200004,컴퓨터학원,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20222,11305,강북구,CS200010,변호사사무소,7.0,7.0,0.0,0.0,0.0,0.0,0.0
20222,11305,강북구,CS200012,법무사사무소,23.0,23.0,0.0,0.0,0.0,0.0,0.0
20222,11305,강북구,CS200013,기타법무서비스,24.0,24.0,4.2,1.0,0.0,0.0,0.0
20222,11305,강북구,CS200032,가전제품수리,117.0,117.0,2.6,3.0,0.9,1.0,0.0
20222,11305,강북구,CS200034,여관,178.0,180.0,3.9,7.0,2.2,4.0,2.0
20222,11305,강북구,CS200043,건축물청소,163.0,168.0,3.0,5.0,1.8,3.0,5.0
20222,11305,강북구,CS300012,한복점,7.0,7.0,0.0,0.0,0.0,0.0,0.0
20222,11305,강북구,CS300023,미용재료,54.0,54.0,1.9,1.0,1.9,1.0,0.0
20222,11305,강북구,CS300035,인테리어,113.0,113.0,0.9,1.0,0.0,0.0,0.0
20222,11320,도봉구,CS100004,양식음식점,80.0,89.0,5.6,5.0,1.1,1.0,9.0
20222,11320,도봉구,CS100005,제과점,97.0,150.0,2.7,4.0,1.3,2.0,53.0
20222,11320,도봉구,CS200010,변호사사무소,85.0,85.0,3.5,3.0,1.2,1.0,0.0
20222,11320,도봉구,CS200018,볼링장,6.0,6.0,0.0,0.0,0.0,0.0,0.0
20222,11320,도봉구,CS200042,통번역서비스,29.0,29.0,0.0,0.0,3.4,1.0,0.0
