기준_년분기_코드,자치구_코드,자치구_코드_명,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_률,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
20243,11470,양천구,CS200008,한의원,162.0,162.0,0.0,0.0,2.5,4.0,0.0
20243,11470,양천구,CS200009,동물병원,52.0,52.0,0.0,0.0,0.0,0.0,0.0
20243,11470,양천구,CS300030,중고가구,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20243,11470,양천구,CS300031,가구,104.0,104.0,1.0,1.0,1.0,1.0,0.0
20243,11470,양천구,CS300032,가전제품,69.0,69.0,0.0,0.0,0.0,0.0,0.0
20243,11470,양천구,CS300033,철물점,87.0,87.0,0.0,0.0,1.1,1.0,0.0
20243,11470,양천구,CS300034,악기,18.0,18.0,0.0,0.0,0.0,0.0,0.0
20243,11470,양천구,CS300035,인테리어,134.0,134.0,0.7,1.0,1.5,2.0,0.0
20243,11470,양천구,CS300036,조명용품,200.0,200.0,0.0,0.0,1.0,2.0,0.0
20243,11470,양천구,CS300037,중고차판매,66.0,66.0,0.0,0.0,0.0,0.0,0.0
20243,11470,양천구,CS300038,자동차부품,111.0,111.0,0.0,0.0,0.9,1.0,0.0
20243,11470,양천구,CS300039,모터사이클및부품,20.0,20.0,0.0,0.0,0.0,0.0,0.0
20243,11500,강서구,CS100003,일식음식점,279.0,353.0,5.4,19.0,4.8,17.0,74.0
20243,11500,강서구,CS100005,제과점,262.0,380.0,3.4,13.0,5.0,19.0,118.0
20243,11500,강서구,CS200002,외국어학원,106.0,111.0,0.0,0.0,1.8,2.0,5.0
20243,11500,강서구,CS200007,치과의원,243.0,243.0,0.0,0.0,2.1,5.0,0.0
20243,11500,강서구,CS200021,기타오락장,59.0,64.0,1.6,1.0,1.6,1.0,5.0
20243,11500,강서구,CS200022,복권방,66.0,66.0,0.0,0.0,1.5,1.0,0.0
20243,11500,강서구,CS200033,부동산중개업,2119.0,2125.0,0.0,0.0,2.7,58.0,6.0
20243,11500,강서구,CS200047,가정용품임대,75.0,75.0,0.0,0.0,0.0,0.0,0.0
20243,11500,강서구,CS300007,육류판매,281.0,282.0,2.5,7.0,3.2,9.0,1.0
20243,11500,강서구,CS300014,신발,145.0,151.0,0.0,0.0,1.3,2.0,6.0
20243,11500,강서구,CS300018,의약품,427.0,453.0,0.9,4.0,1.8,8.0,26.0
20243,11500,강서구,CS300019,의료기기,247.0,249.0,2.8,7.0,2.0,5.0,2.0
20243,11500,강서구,CS300022,화장품,737.0,775.0,0.3,2.0,2.7,21.0,38.0
20243,11500,강서구,CS300024,운동/경기용품,174.0,174.0,2.3,4.0,3.4,6.0,0.0
20243,11500,강서구,CS300025,자전거 및 기타운송장비,42.0,42.0,0.0,0.0,4.8,2.0,0.0
20243,11500,강서구,CS300026,완구,68.0,68.0,4.4,3.0,5.9,4.0,0.0
20243,11500,강서구,CS300036,조명용품,370.0,370.0,0.3,1.0,3.5,13.0,0.0
20243,11500,강서구,CS300037,중고차판매,216.0,216.0,1.9,4.0,3.2,7.0,0.0
20243,11500,강서구,CS300041,예술품,19.0,19.0,0.0,0.0,5.3,1.0,0.0
20243,11530,구로구,CS100010,커피-음료,516.0,796.0,3.6,29.0,5.5,44.0,280.0
20243,11530,구로구,CS200005,스포츠 강습,290.0,294.0,1.7,5.0,4.1,12.0,4.0
20243,11530,구로구,CS200027,모터사이클수리,28.0,28.0,3.6,1.0,0.0,0.0,0.0
20243,11530,구로구,CS200036,고시원,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20243,11530,구로구,CS200037,노래방,302.0,309.0,3.2,10.0,4.2,13.0,7.0
20243,11530,구로구,CS200040,녹음실,17.0,17.0,0.0,0.0,0.0,0.0,0.0
20243,11530,구로구,CS200044,여행사,219.0,219.0,0.9,2.0,1.4,3.0,0.0
20243,11530,구로구,CS300002,편의점,113.0,382.0,3.7,14.0,3.1,12.0,269.0
20243,11530,구로구,CS300028,화초,134.0,134.0,1.5,2.0,0.7,1.0,0.0
20243,11530,구로구,CS300040,재생용품 판매점,79.0,79.0,0.0,0.0,2.5,2.0,0.0
20243,11545,금천구,CS100003,일식음식점,106.0,132.0,4.5,6.0,3.8,5.0,26.0
20243,11545,금천구,CS200001,일반교습학원,373.0,418.0,6.2,26.0,1.7,7.0,45.0
20243,11545,금천구,CS200002,외국어학원,37.0,37.0,0.0,0.0,0.0,0.0,0.0
20243,11545,금천구,CS200006,일반의원,187.0,187.0,1.1,2.0,1.1,2.0,0.0
20243,11545,금천구,CS200028,미용실,526.0,560.0,0.7,4.0,1.4,8.0,34.0
20243,11545,금천구,CS200032,가전제품수리,109.0,109.0,0.9,1.0,1.8,2.0,0.0
20243,11545,금천구,CS200042,통번역서비스,93.0,93.0,0.0,0.0,4.3,4.0,0.0
20243,11545,금천구,CS300043,전자상거래업,798.0,799.0,0.0,0.0,7.4,59.0,1.0
20243,11560,영등포구,CS100001,한식음식점,2864.0,3296.0,4.3,142.0,3.4,113.0,432.0
20243,11560,영등포구,CS200008,한의원,157.0,157.0,0.0,0.0,1.3,2.0,0.0
20243,11560,영등포구,CS200012,법무사사무소,72.0,72.0,0.0,0.0,2.8,2.0,0.0
20243,11560,영등포구,CS200013,기타법무서비스,282.0,282.0,0.0,0.0,1.8,5.0,0.0
20243,11560,영등포구,CS200015,세무사사무소,536.0,536.0,0.7,4.0,1.1,6.0,0.0
20243,11560,영등포구,CS200035,게스트하우스,26.0,26.0,0.0,0.0,7.7,2.0,0.0
20243,11560,영등포구,CS200040,녹음실,77.0,77.0,0.0,0.0,5.2,4.0,0.0
20243,11560,영등포구,CS300005,주류도매,39.0,39.0,0.0,0.0,2.6,1.0,0.0
20243,11560,영등포구,CS300010,반찬가게,568.0,588.0,2.6,15.0,3.1,18.0,20.0
20243,11560,영등포구,CS300019,의료기기,264.0,264.0,1.1,3.0,1.9,5.0,0.0
20243,11560,영등포구,CS300027,섬유제품,98.0,98.0,1.0,1.0,2.0,2.0,0.0
20243,11560,영등포구,CS300037,중고차판매,27.0,27.0,0.0,0.0,11.1,3.0,0.0
20243,11560,영등포구,CS300038,자동차부품,245.0,245.0,0.0,0.0,3.3,8.0,0.0
20243,11560,영등포구,CS300043,전자상거래업,1077.0,1077.0,0.0,0.0,5.4,58.0,0.0
20243,11590,동작구,CS100004,양식음식점,154.0,178.0,4.5,8.0,2.8,5.0,24.0
20243,11590,동작구,CS100006,패스트푸드점,93.0,237.0,3.4,8.0,4.2,10.0,144.0
20243,11590,동작구,CS200002,외국어학원,71.0,72.0,0.0,0.0,2.8,2.0,1.0
20243,11590,동작구,CS200007,치과의원,179.0,179.0,0.0,0.0,0.6,1.0,0.0
20243,11590,동작구,CS200013,기타법무서비스,35.0,35.0,0.0,0.0,2.9,1.0,0.0
20243,11590,동작구,CS200036,고시원,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20243,11590,동작구,CS200041,사진관,166.0,172.0,0.0,0.0,0.6,1.0,6.0
20243,11590,동작구,CS200046,의류임대,11.0,11.0,0.0,0.0,0.0,0.0,0.0
20243,11590,동작구,CS300002,편의점,58.0,270.0,1.9,5.0,2.2,6.0,212.0
20243,11590,동작구,CS300004,핸드폰,196.0,196.0,0.5,1.0,2.0,4.0,0.0
20243,11590,동작구,CS300007,육류판매,156.0,157.0,2.5,4.0,4.5,7.0,1.0
20243,11590,동작구,CS300009,청과상,237.0,237.0,19.8,47.0,3.0,7.0,0.0
20243,11590,동작구,CS300014,신발,43.0,44.0,2.3,1.0,4.5,2.0,1.0
20243,11590,동작구,CS300020,서적,117.0,120.0,2.5,3.0,3.3,4.0,3.0
20243,11620,관악구,CS100004,양식음식점,193.0,237.0,1.7,4.0,9.3,22.0,44.0
20243,11620,관악구,CS100006,패스트푸드점,134.0,278.0,3.2,9.0,2.5,7.0,144.0
20243,11620,관악구,CS100007,치킨전문점,112.0,304.0,2.3,7.0,4.6,14.0,192.0
20243,11620,관악구,CS200002,외국어학원,34.0,35.0,0.0,0.0,0.0,0.0,1.0
20243,11620,관악구,CS200006,일반의원,379.0,379.0,2.1,8.0,1.3,5.0,0.0
20243,11620,관악구,CS200016,당구장,133.0,134.0,2.2,3.0,5.2,7.0,1.0
20243,11620,관악구,CS200025,자동차수리,160.0,177.0,0.6,1.0,0.6,1.0,17.0
20243,11620,관악구,CS200034,여관,153.0,153.0,5.2,8.0,3.3,5.0,0.0
20243,11620,관악구,CS200035,게스트하우스,22.0,22.0,0.0,0.0,4.5,1.0,0.0
20243,11620,관악구,CS200037,노래방,276.0,290.0,1.7,5.0,1.7,5.0,14.0
20243,11620,관악구,CS200039,DVD방,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20243,11620,관악구,CS300005,주류도매,21.0,21.0,0.0,0.0,4.8,1.0,0.0
20243,11620,관악구,CS300008,수산물판매,128.0,135.0,0.0,0.0,2.2,3.0,7.0
20243,11620,관악구,CS300018,의약품,277.0,307.0,2.6,8.0,2.6,8.0,30.0
20243,11620,관악구,CS300037,중고차판매,9.0,9.0,0.0,0.0,11.1,1.0,0.0
20243,11620,관악구,CS300043,전자상거래업,947.0,947.0,0.0,0.0,4.4,42.0,0.0
20243,11650,서초구,CS200003,예술학원,707.0,727.0,2.9,21.0,1.4,10.0,20.0
20243,11650,서초구,CS200005,스포츠 강습,648.0,676.0,2.1,14.0,3.4,23.0,28.0
20243,11650,서초구,CS200007,치과의원,329.0,329.0,0.0,0.0,0.6,2.0,0.0
20243,11650,서초구,CS200010,변호사사무소,2933.0,2933.0,0.0,0.0,1.5,45.0,0.0
20243,11650,서초구,CS200025,자동차수리,226.0,258.0,0.4,1.0,0.8,2.0,32.0
20243,11650,서초구,CS300003,컴퓨터및주변장치판매,694.0,695.0,0.1,1.0,1.4,10.0,1.0
20243,11650,서초구,CS300023,미용재료,63.0,63.0,0.0,0.0,0.0,0.0,0.0
20243,11650,서초구,CS300024,운동/경기용품,286.0,287.0,1.4,4.0,1.0,3.0,1.0
20243,11680,강남구,CS100002,중식음식점,421.0,498.0,3.0,15.0,7.2,36.0,77.0
20243,11680,강남구,CS200023,통신기기수리,40.0,40.0,0.0,0.0,0.0,0.0,0.0
20243,11680,강남구,CS200030,피부관리실,1065.0,1109.0,5.6,62.0,2.1,23.0,44.0
20243,11680,강남구,CS200033,부동산중개업,5906.0,5912.0,0.1,5.0,2.0,117.0,6.0
20243,11680,강남구,CS200034,여관,164.0,165.0,7.3,12.0,3.0,5.0,1.0
20243,11680,강남구,CS200036,고시원,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20243,11680,강남구,CS100006,패스트푸드점,338.0,623.0,2.1,13.0,4.2,26.0,285.0
20243,11680,강남구,CS200046,의류임대,219.0,219.0,0.0,0.0,0.5,1.0,0.0
20243,11680,강남구,CS300006,미곡판매,214.0,214.0,0.0,0.0,0.9,2.0,0.0
20243,11680,강남구,CS300026,완구,72.0,72.0,2.8,2.0,1.4,1.0,0.0
20243,11680,강남구,CS200040,녹음실,257.0,257.0,0.0,0.0,1.2,3.0,0.0
20243,11680,강남구,CS300035,인테리어,274.0,275.0,2.9,8.0,0.7,2.0,1.0
20243,11680,강남구,CS300037,중고차판매,116.0,116.0,0.0,0.0,2.6,3.0,0.0
20243,11710,송파구,CS100001,한식음식점,2987.0,3493.0,4.4,155.0,4.3,150.0,506.0
20243,11710,송파구,CS100004,양식음식점,469.0,544.0,1.5,8.0,3.3,18.0,75.0
20243,11710,송파구,CS100009,호프-간이주점,788.0,915.0,2.6,24.0,3.2,29.0,127.0
20243,11710,송파구,CS200009,동물병원,82.0,82.0,1.2,1.0,0.0,0.0,0.0
20243,11710,송파구,CS200011,변리사사무소,67.0,67.0,0.0,0.0,1.5,1.0,0.0
20243,11710,송파구,CS200026,자동차미용,117.0,122.0,0.8,1.0,0.8,1.0,5.0
20243,11710,송파구,CS200029,네일숍,351.0,363.0,0.3,1.0,4.1,15.0,12.0
20243,11710,송파구,CS200032,가전제품수리,139.0,140.0,0.7,1.0,2.9,4.0,1.0
20243,11710,송파구,CS300020,서적,212.0,217.0,1.8,4.0,0.9,2.0,5.0
20243,11710,송파구,CS300028,화초,401.0,404.0,1.7,7.0,2.0,8.0,3.0
20243,11710,송파구,CS300038,자동차부품,240.0,240.0,0.0,0.0,0.8,2.0,0.0
20243,11740,강동구,CS200016,당구장,178.0,178.0,3.4,6.0,5.1,9.0,0.0
20243,11740,강동구,CS200018,볼링장,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20243,11740,강동구,CS200031,세탁소,206.0,269.0,1.1,3.0,2.2,6.0,63.0
20243,11740,강동구,CS200045,비디오/서적임대,11.0,12.0,0.0,0.0,0.0,0.0,1.0
20243,11740,강동구,CS300006,미곡판매,139.0,139.0,0.0,0.0,2.2,3.0,0.0
20243,11740,강동구,CS300007,육류판매,276.0,278.0,1.8,5.0,2.2,6.0,2.0
20243,11740,강동구,CS300011,일반의류,1330.0,1332.0,0.7,9.0,2.4,32.0,2.0
20243,11530,구로구,CS300027,섬유제품,99.0,99.0,1.0,1.0,3.0,3.0,0.0
20243,11740,강동구,CS300043,전자상거래업,1163.0,1163.0,0.0,0.0,6.6,77.0,0.0
20243,11650,서초구,CS300040,재생용품 판매점,78.0,78.0,0.0,0.0,1.3,1.0,0.0
20243,11740,강동구,CS300041,예술품,26.0,26.0,0.0,0.0,0.0,0.0,0.0
20243,11740,강동구,CS300029,애완동물,110.0,122.0,4.1,5.0,5.7,7.0,12.0
20243,11740,강동구,CS300034,악기,13.0,13.0,0.0,0.0,0.0,0.0,0.0
20243,11215,광진구,CS300040,재생용품 판매점,35.0,35.0,0.0,0.0,0.0,0.0,0.0
20243,11710,송파구,CS200018,볼링장,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20243,11530,구로구,CS300021,문구,176.0,192.0,0.0,0.0,1.6,3.0,16.0
20243,11110,종로구,CS100001,한식음식점,2458.0,2704.0,4.2,114.0,2.9,78.0,246.0
20243,11215,광진구,CS300026,완구,38.0,38.0,2.6,1.0,2.6,1.0,0.0
20243,11215,광진구,CS300014,신발,121.0,123.0,0.0,0.0,4.1,5.0,2.0
20243,11215,광진구,CS300017,시계및귀금속,105.0,107.0,0.0,0.0,0.9,1.0,2.0
20243,11110,종로구,CS200005,스포츠 강습,166.0,172.0,1.2,2.0,1.2,2.0,6.0
20243,11110,종로구,CS200041,사진관,224.0,233.0,3.0,7.0,1.7,4.0,9.0
20243,11110,종로구,CS200031,세탁소,101.0,115.0,4.3,5.0,0.9,1.0,14.0
20243,11110,종로구,CS200036,고시원,7.0,7.0,0.0,0.0,14.3,1.0,0.0
20243,11110,종로구,CS300018,의약품,253.0,268.0,3.0,8.0,2.2,6.0,15.0
20243,11110,종로구,CS300026,완구,29.0,29.0,0.0,0.0,0.0,0.0,0.0
20243,11110,종로구,CS300028,화초,235.0,236.0,2.5,6.0,2.5,6.0,1.0
20243,11110,종로구,CS300041,예술품,584.0,584.0,1.5,9.0,0.7,4.0,0.0
20243,11140,중구,CS100006,패스트푸드점,98.0,211.0,2.8,6.0,5.7,12.0,113.0
20243,11110,종로구,CS300020,서적,201.0,201.0,1.5,3.0,1.0,2.0,0.0
20243,11110,종로구,CS200035,게스트하우스,268.0,269.0,0.7,2.0,2.2,6.0,1.0
20243,11140,중구,CS200013,기타법무서비스,158.0,158.0,0.0,0.0,1.3,2.0,0.0
20243,11140,중구,CS200042,통번역서비스,88.0,88.0,0.0,0.0,2.3,2.0,0.0
20243,11140,중구,CS300007,육류판매,170.0,172.0,1.2,2.0,1.7,3.0,2.0
20243,11170,용산구,CS100001,한식음식점,1534.0,1712.0,4.6,79.0,3.3,56.0,178.0
20243,11170,용산구,CS100002,중식음식점,135.0,157.0,1.9,3.0,4.5,7.0,22.0
20243,11170,용산구,CS200005,스포츠 강습,259.0,265.0,2.6,7.0,1.1,3.0,6.0
20243,11170,용산구,CS200018,볼링장,6.0,6.0,0.0,0.0,0.0,0.0,0.0
20243,11170,용산구,CS200024,스포츠클럽,109.0,111.0,2.7,3.0,3.6,4.0,2.0
20243,11170,용산구,CS200033,부동산중개업,1422.0,1423.0,0.0,0.0,1.9,27.0,1.0
20243,11170,용산구,CS200038,독서실,70.0,78.0,7.7,6.0,9.0,7.0,8.0
20243,11170,용산구,CS200043,건축물청소,132.0,132.0,0.8,1.0,0.8,1.0,0.0
20243,11170,용산구,CS300022,화장품,321.0,342.0,0.0,0.0,2.6,9.0,21.0
20243,11170,용산구,CS300026,완구,57.0,57.0,1.8,1.0,7.0,4.0,0.0
20243,11170,용산구,CS300037,중고차판매,16.0,16.0,0.0,0.0,18.8,3.0,0.0
20243,11170,용산구,CS300038,자동차부품,53.0,53.0,0.0,0.0,1.9,1.0,0.0
20243,11200,성동구,CS100006,패스트푸드점,134.0,240.0,2.9,7.0,5.0,12.0,106.0
20243,11200,성동구,CS100009,호프-간이주점,409.0,464.0,1.7,8.0,5.4,25.0,55.0
20243,11200,성동구,CS200002,외국어학원,64.0,67.0,0.0,0.0,1.5,1.0,3.0
20243,11200,성동구,CS200018,볼링장,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20243,11200,성동구,CS200027,모터사이클수리,38.0,40.0,5.0,2.0,2.5,1.0,2.0
20243,11200,성동구,CS200046,의류임대,8.0,8.0,0.0,0.0,0.0,0.0,0.0
20243,11200,성동구,CS200047,가정용품임대,31.0,31.0,0.0,0.0,0.0,0.0,0.0
20243,11200,성동구,CS300005,주류도매,45.0,45.0,0.0,0.0,2.2,1.0,0.0
20243,11200,성동구,CS300009,청과상,150.0,150.0,8.0,12.0,2.0,3.0,0.0
20243,11200,성동구,CS300013,유아의류,43.0,47.0,2.1,1.0,0.0,0.0,4.0
20243,11200,성동구,CS300021,문구,124.0,137.0,0.0,0.0,0.7,1.0,13.0
20243,11200,성동구,CS300028,화초,180.0,180.0,1.1,2.0,4.4,8.0,0.0
20243,11200,성동구,CS300031,가구,82.0,82.0,0.0,0.0,4.9,4.0,0.0
20243,11215,광진구,CS100002,중식음식점,251.0,281.0,4.6,13.0,3.9,11.0,30.0
20243,11215,광진구,CS100007,치킨전문점,84.0,234.0,1.7,4.0,4.3,10.0,150.0
20243,11215,광진구,CS200013,기타법무서비스,48.0,48.0,0.0,0.0,4.2,2.0,0.0
20243,11215,광진구,CS200019,PC방,66.0,74.0,8.1,6.0,2.7,2.0,8.0
20243,11215,광진구,CS200023,통신기기수리,23.0,23.0,0.0,0.0,0.0,0.0,0.0
20243,11215,광진구,CS200025,자동차수리,132.0,154.0,1.3,2.0,3.2,5.0,22.0
20243,11215,광진구,CS200033,부동산중개업,1321.0,1323.0,0.0,0.0,1.8,24.0,2.0
20243,11215,광진구,CS200040,녹음실,28.0,28.0,0.0,0.0,0.0,0.0,0.0
20243,11215,광진구,CS200043,건축물청소,238.0,241.0,1.2,3.0,0.8,2.0,3.0
20243,11215,광진구,CS200045,비디오/서적임대,10.0,11.0,9.1,1.0,9.1,1.0,1.0
20243,11215,광진구,CS300010,반찬가게,273.0,277.0,3.2,9.0,4.0,11.0,4.0
20243,11215,광진구,CS300038,자동차부품,84.0,84.0,0.0,0.0,4.8,4.0,0.0
20243,11230,동대문구,CS200017,골프연습장,47.0,51.0,2.0,1.0,0.0,0.0,4.0
20243,11230,동대문구,CS200021,기타오락장,40.0,42.0,0.0,0.0,9.5,4.0,2.0
20243,11230,동대문구,CS200023,통신기기수리,8.0,8.0,0.0,0.0,25.0,2.0,0.0
20243,11230,동대문구,CS200029,네일숍,155.0,158.0,0.0,0.0,3.2,5.0,3.0
20243,11230,동대문구,CS200037,노래방,190.0,194.0,2.1,4.0,2.1,4.0,4.0
20243,11230,동대문구,CS200041,사진관,177.0,182.0,1.6,3.0,2.2,4.0,5.0
20243,11230,동대문구,CS300005,주류도매,24.0,24.0,0.0,0.0,0.0,0.0,0.0
20243,11230,동대문구,CS300034,악기,6.0,6.0,0.0,0.0,0.0,0.0,0.0
20243,11230,동대문구,CS300043,전자상거래업,914.0,914.0,0.0,0.0,5.6,51.0,0.0
20243,11260,중랑구,CS100002,중식음식점,105.0,125.0,3.2,4.0,5.6,7.0,20.0
20243,11260,중랑구,CS100007,치킨전문점,84.0,237.0,0.8,2.0,5.1,12.0,153.0
20243,11260,중랑구,CS100010,커피-음료,486.0,686.0,3.9,27.0,6.1,42.0,200.0
20243,11200,성동구,CS300002,편의점,76.0,300.0,2.0,6.0,3.0,9.0,224.0
20243,11260,중랑구,CS200002,외국어학원,35.0,37.0,0.0,0.0,2.7,1.0,2.0
20243,11260,중랑구,CS200003,예술학원,282.0,295.0,3.4,10.0,2.7,8.0,13.0
20243,11260,중랑구,CS200017,골프연습장,39.0,45.0,6.7,3.0,2.2,1.0,6.0
20243,11260,중랑구,CS200023,통신기기수리,14.0,14.0,0.0,0.0,0.0,0.0,0.0
20243,11260,중랑구,CS200026,자동차미용,72.0,76.0,2.6,2.0,0.0,0.0,4.0
20243,11260,중랑구,CS200031,세탁소,226.0,260.0,1.9,5.0,1.2,3.0,34.0
20243,11260,중랑구,CS200033,부동산중개업,989.0,990.0,0.0,0.0,2.9,29.0,1.0
20243,11260,중랑구,CS300002,편의점,85.0,290.0,2.1,6.0,1.7,5.0,205.0
20243,11260,중랑구,CS300006,미곡판매,75.0,75.0,0.0,0.0,0.0,0.0,0.0
20243,11260,중랑구,CS300013,유아의류,41.0,42.0,0.0,0.0,2.4,1.0,1.0
20243,11260,중랑구,CS300038,자동차부품,122.0,122.0,0.0,0.0,2.5,3.0,0.0
20243,11260,중랑구,CS300041,예술품,16.0,16.0,0.0,0.0,0.0,0.0,0.0
20243,11260,중랑구,CS300043,전자상거래업,924.0,925.0,0.0,0.0,6.6,61.0,1.0
20243,11290,성북구,CS100004,양식음식점,199.0,223.0,3.1,7.0,4.5,10.0,24.0
20243,11290,성북구,CS200002,외국어학원,66.0,67.0,0.0,0.0,4.5,3.0,1.0
20243,11260,중랑구,CS200001,일반교습학원,586.0,660.0,4.4,29.0,2.7,18.0,74.0
20243,11290,성북구,CS200016,당구장,130.0,131.0,5.3,7.0,3.8,5.0,1.0
20243,11290,성북구,CS200015,세무사사무소,56.0,56.0,0.0,0.0,1.8,1.0,0.0
20243,11290,성북구,CS200024,스포츠클럽,125.0,130.0,0.8,1.0,3.1,4.0,5.0
20243,11290,성북구,CS200030,피부관리실,270.0,272.0,2.6,7.0,0.7,2.0,2.0
20243,11290,성북구,CS200044,여행사,73.0,73.0,0.0,0.0,0.0,0.0,0.0
20243,11290,성북구,CS300001,슈퍼마켓,310.0,437.0,2.1,9.0,2.1,9.0,127.0
20243,11290,성북구,CS300005,주류도매,15.0,15.0,0.0,0.0,6.7,1.0,0.0
20243,11290,성북구,CS300025,자전거 및 기타운송장비,20.0,20.0,5.0,1.0,0.0,0.0,0.0
20243,11290,성북구,CS300036,조명용품,136.0,136.0,0.0,0.0,2.2,3.0,0.0
20243,11290,성북구,CS300039,모터사이클및부품,45.0,45.0,0.0,0.0,0.0,0.0,0.0
20243,11305,강북구,CS200001,일반교습학원,446.0,498.0,4.2,21.0,3.0,15.0,52.0
20243,11305,강북구,CS200006,일반의원,253.0,253.0,2.0,5.0,0.0,0.0,0.0
20243,11305,강북구,CS200008,한의원,99.0,99.0,0.0,0.0,0.0,0.0,0.0
20243,11305,강북구,CS200019,PC방,51.0,54.0,9.3,5.0,11.1,6.0,3.0
20243,11305,강북구,CS200033,부동산중개업,823.0,824.0,0.1,1.0,2.3,19.0,1.0
20243,11305,강북구,CS200044,여행사,47.0,47.0,0.0,0.0,2.1,1.0,0.0
20243,11305,강북구,CS300017,시계및귀금속,54.0,56.0,0.0,0.0,1.8,1.0,2.0
20243,11305,강북구,CS300019,의료기기,88.0,89.0,6.7,6.0,1.1,1.0,1.0
20243,11305,강북구,CS300029,애완동물,61.0,68.0,8.8,6.0,4.4,3.0,7.0
20243,11305,강북구,CS300039,모터사이클및부품,12.0,12.0,0.0,0.0,0.0,0.0,0.0
20243,11305,강북구,CS300040,재생용품 판매점,28.0,28.0,0.0,0.0,0.0,0.0,0.0
20243,11320,도봉구,CS100008,분식전문점,228.0,296.0,4.4,13.0,6.8,20.0,68.0
20243,11320,도봉구,CS100009,호프-간이주점,337.0,377.0,2.7,10.0,3.7,14.0,40.0
20243,11320,도봉구,CS200001,일반교습학원,682.0,740.0,4.5,33.0,3.5,26.0,58.0
20243,11320,도봉구,CS200003,예술학원,252.0,261.0,1.9,5.0,2.3,6.0,9.0
20243,11320,도봉구,CS200015,세무사사무소,65.0,65.0,4.6,3.0,1.5,1.0,0.0
20243,11320,도봉구,CS200022,복권방,28.0,28.0,0.0,0.0,0.0,0.0,0.0
20243,11320,도봉구,CS200023,통신기기수리,11.0,11.0,0.0,0.0,0.0,0.0,0.0
20243,11320,도봉구,CS200033,부동산중개업,645.0,646.0,0.0,0.0,2.2,14.0,1.0
20243,11320,도봉구,CS200041,사진관,84.0,85.0,2.4,2.0,2.4,2.0,1.0
20243,11320,도봉구,CS200045,비디오/서적임대,4.0,5.0,0.0,0.0,0.0,0.0,1.0
20243,11320,도봉구,CS300012,한복점,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20243,11320,도봉구,CS300015,가방,35.0,35.0,2.9,1.0,0.0,0.0,0.0
20243,11320,도봉구,CS300041,예술품,13.0,13.0,0.0,0.0,0.0,0.0,0.0
20243,11320,도봉구,CS300042,주유소,42.0,42.0,0.0,0.0,0.0,0.0,0.0
20243,11350,노원구,CS100001,한식음식점,1607.0,1894.0,3.7,70.0,3.9,74.0,287.0
20243,11350,노원구,CS200003,예술학원,522.0,538.0,2.6,14.0,2.0,11.0,16.0
20243,11350,노원구,CS200006,일반의원,420.0,420.0,1.4,6.0,0.7,3.0,0.0
20243,11350,노원구,CS200025,자동차수리,127.0,145.0,0.0,0.0,0.7,1.0,18.0
20243,11350,노원구,CS200028,미용실,848.0,915.0,2.1,19.0,1.6,15.0,67.0
20243,11350,노원구,CS200035,게스트하우스,9.0,9.0,0.0,0.0,11.1,1.0,0.0
20243,11350,노원구,CS200037,노래방,247.0,256.0,3.5,9.0,2.7,7.0,9.0
20243,11350,노원구,CS200041,사진관,185.0,187.0,1.6,3.0,3.2,6.0,2.0
20243,11350,노원구,CS200042,통번역서비스,64.0,64.0,0.0,0.0,1.6,1.0,0.0
20243,11350,노원구,CS300006,미곡판매,64.0,64.0,0.0,0.0,3.1,2.0,0.0
20243,11350,노원구,CS300023,미용재료,32.0,32.0,0.0,0.0,0.0,0.0,0.0
20243,11350,노원구,CS300028,화초,151.0,152.0,1.3,2.0,1.3,2.0,1.0
20243,11350,노원구,CS300030,중고가구,2.0,2.0,0.0,0.0,50.0,1.0,0.0
20243,11350,노원구,CS300036,조명용품,158.0,158.0,0.6,1.0,3.8,6.0,0.0
20243,11350,노원구,CS300037,중고차판매,11.0,11.0,0.0,0.0,0.0,0.0,0.0
20243,11380,은평구,CS200006,일반의원,372.0,372.0,1.3,5.0,1.1,4.0,0.0
20243,11380,은평구,CS200015,세무사사무소,61.0,61.0,1.6,1.0,0.0,0.0,0.0
20243,11380,은평구,CS200039,DVD방,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20243,11380,은평구,CS300003,컴퓨터및주변장치판매,145.0,145.0,0.7,1.0,6.2,9.0,0.0
20243,11380,은평구,CS300004,핸드폰,269.0,271.0,1.5,4.0,1.5,4.0,2.0
20243,11380,은평구,CS300013,유아의류,71.0,78.0,0.0,0.0,3.8,3.0,7.0
20243,11380,은평구,CS300016,안경,64.0,92.0,1.1,1.0,3.3,3.0,28.0
20243,11380,은평구,CS300020,서적,139.0,141.0,1.4,2.0,1.4,2.0,2.0
