,기준_년분기_코드,자치구_코드_명,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00_06_매출_금액,시간대_06_11_매출_금액,시간대_11_14_매출_금액,시간대_14_17_매출_금액,시간대_17_21_매출_금액,시간대_21_24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
0,20191,은평구,서적,3631147952.0,162205.0,486657200.0,473437337.0,510719692.0,660755948.0,401069042.0,638867607.0,459641126.0,0.0,95351393.0,698756445.0,1185271760.0,1423684170.0,228084184.0,1597763696.0,2022659831.0,236238543.0,490820358.0,506868771.0,1451752733.0,811994363.0,122748758.0,22517.0,22487.0,23962.0,23087.0,21877.0,25304.0,22971.0,0.0,4852.0,29559.0,46841.0,69066.0,11887.0,61926.0,100068.0,16605.0,36572.0,16849.0,56224.0,28581.0,7162.0
1038,20191,강남구,미용실,34383076735.0,491351.0,2765060607.0,3783971777.0,4584717660.0,5111935642.0,5802792607.0,8337869148.0,3996729294.0,125188752.0,1131540779.0,7615156902.0,11727605987.0,12954165045.0,829419270.0,11970205583.0,21707238426.0,185848563.0,6327998093.0,10193396845.0,8066838790.0,5901801994.0,3001741532.0,50470.0,55036.0,66101.0,70202.0,80169.0,109509.0,59864.0,2478.0,20969.0,116562.0,156865.0,183325.0,11152.0,254734.0,233050.0,5675.0,104389.0,130537.0,118340.0,88902.0,39962.0
1037,20191,강남구,한식음식점,294224392498.0,8173169.0,38291252901.0,43736079368.0,47413417207.0,52367778491.0,51330802009.0,36620025516.0,24465037006.0,15607651955.0,4849174700.0,78295554875.0,21638861111.0,109184800003.0,64648349854.0,126197758935.0,77074440616.0,1076371497.0,38453622979.0,57959698308.0,49720113989.0,33772943521.0,22289449255.0,1212919.0,1259877.0,1359100.0,1459170.0,1417268.0,852886.0,611949.0,274312.0,215728.0,3896962.0,784362.0,2150494.0,851311.0,3940136.0,2916171.0,76321.0,1623633.0,1983018.0,1562279.0,1015680.0,595395.0
1036,20191,서초구,철물점,1271577863.0,47685.0,180937760.0,169802713.0,263798925.0,213771818.0,244658460.0,157182719.0,41425468.0,0.0,455644497.0,341955494.0,361727491.0,106356997.0,5893384.0,512370271.0,276969190.0,363685.0,37674819.0,125896002.0,184284610.0,219458775.0,221661556.0,8157.0,6258.0,7922.0,9136.0,8348.0,5893.0,1971.0,0.0,12738.0,13304.0,14699.0,6724.0,220.0,21440.0,10512.0,24.0,3280.0,6277.0,7679.0,7767.0,6917.0
1035,20191,서초구,핸드폰,5136552604.0,128328.0,1085455613.0,225892418.0,1208996444.0,930500994.0,982805393.0,539683281.0,163218461.0,0.0,97512428.0,1827822402.0,994543112.0,1662797406.0,553877256.0,1448363617.0,3545724801.0,22917077.0,524946803.0,2649397570.0,586318276.0,845188953.0,365319739.0,19263.0,15568.0,20000.0,19061.0,22011.0,20660.0,11765.0,0.0,8088.0,32584.0,35771.0,47441.0,4444.0,65926.0,59599.0,3300.0,29847.0,33821.0,27438.0,20902.0,10216.0
1034,20191,서초구,애완동물,213479017.0,4095.0,30346566.0,17949317.0,27895294.0,43353334.0,25858910.0,54746841.0,13328755.0,0.0,11067256.0,56989580.0,85930002.0,52587637.0,6904542.0,57241115.0,152982950.0,369845.0,43975032.0,56834100.0,34736206.0,40728424.0,33580458.0,516.0,348.0,503.0,792.0,718.0,851.0,367.0,0.0,246.0,936.0,1348.0,1314.0,251.0,1298.0,2766.0,22.0,991.0,888.0,856.0,862.0,443.0
1033,20191,서초구,일반의류,63925307624.0,1207728.0,7800415518.0,7379291711.0,9046797557.0,9290325195.0,9399431748.0,11896202549.0,9112843346.0,0.0,1663970423.0,14880419972.0,22173033424.0,22106546597.0,3101337208.0,20664487200.0,42705209360.0,247184394.0,6900904267.0,9130973326.0,16650877364.0,16921027470.0,13518729740.0,143650.0,146137.0,175609.0,173089.0,181220.0,223608.0,164415.0,0.0,35661.0,269549.0,367503.0,449269.0,85746.0,379987.0,817893.0,15817.0,235515.0,183651.0,312646.0,263557.0,186692.0
1032,20191,서초구,외국어학원,11867006076.0,34093.0,2084071464.0,2361986454.0,1782418621.0,2422759031.0,2207964640.0,607411580.0,400394286.0,5460612.0,2281374422.0,2304057857.0,4394385306.0,2538258321.0,343469558.0,4688794471.0,6746225071.0,30390788.0,723407505.0,2413511271.0,6044314452.0,1756807533.0,466587990.0,6032.0,5676.0,6092.0,6290.0,5842.0,2605.0,1556.0,12.0,5342.0,7212.0,11749.0,8782.0,996.0,13138.0,20328.0,139.0,5584.0,5474.0,14709.0,6205.0,1352.0
1030,20191,서초구,중식음식점,10896803834.0,358948.0,1361336379.0,1545124803.0,1718051575.0,1830531105.0,1934942379.0,1371488953.0,1135328640.0,256518570.0,83114770.0,4138784507.0,1061493952.0,3901772713.0,1455119322.0,5114027189.0,2484496618.0,35402600.0,1115859693.0,1979886129.0,2014432458.0,1407381738.0,1045561184.0,47161.0,53121.0,57054.0,60050.0,60779.0,41592.0,39191.0,7809.0,4051.0,177582.0,43612.0,105048.0,20846.0,191364.0,105040.0,2986.0,59403.0,81744.0,73477.0,49234.0,29549.0
1029,20191,서초구,치과의원,39248354364.0,241830.0,6201005033.0,6607433312.0,6581311654.0,6929649455.0,7229062262.0,5360098903.0,339793745.0,0.0,4909577394.0,12815995911.0,12709631415.0,8676099933.0,137049711.0,18428748243.0,20479223677.0,59113251.0,4574207670.0,6020245674.0,9644179112.0,10388594270.0,8221631943.0,44510.0,41400.0,40071.0,36667.0,42617.0,34961.0,1604.0,0.0,33413.0,74225.0,83798.0,49514.0,880.0,115608.0,125393.0,792.0,33720.0,42436.0,62698.0,51787.0,49570.0
1039,20191,강남구,중식음식점,32006618272.0,835389.0,3953869924.0,4498930865.0,4965239547.0,5288437643.0,5499812929.0,4343806950.0,3456520414.0,635354882.0,105344579.0,9826918046.0,3883833271.0,12103883498.0,5451283996.0,12579103023.0,9065383812.0,149518192.0,4025088764.0,5847051966.0,5145945677.0,3667311114.0,2809571125.0,110238.0,121709.0,134194.0,142925.0,145482.0,100545.0,80296.0,13421.0,3895.0,393668.0,115425.0,244008.0,64972.0,393901.0,310421.0,11965.0,181621.0,199326.0,163154.0,97318.0,50930.0
1028,20191,관악구,부동산중개업,961422606.0,10322.0,102526850.0,181634071.0,233515855.0,166241995.0,227531563.0,23704157.0,26268115.0,10507246.0,171750589.0,256092719.0,276337025.0,209959665.0,36775362.0,747631159.0,213791447.0,218590.0,343100581.0,315596110.0,109263285.0,192818677.0,425363.0,1267.0,1590.0,2749.0,1649.0,2290.0,284.0,493.0,350.0,1496.0,2850.0,2770.0,2506.0,350.0,6611.0,3711.0,47.0,4430.0,2340.0,1082.0,2376.0,47.0
1026,20191,관악구,여관,3954894558.0,85299.0,368718925.0,473067130.0,436121974.0,456596365.0,517688395.0,881852378.0,820849391.0,1303586990.0,262308448.0,247200815.0,371414004.0,909452095.0,860932206.0,2788790738.0,804790950.0,42318165.0,1549269175.0,1003618617.0,503733452.0,349504006.0,145138275.0,8037.0,9407.0,9709.0,9942.0,11010.0,18778.0,18416.0,23058.0,5055.0,4610.0,11060.0,24181.0,17335.0,64841.0,18827.0,1036.0,38704.0,22074.0,10489.0,7691.0,3672.0
1025,20191,관악구,분식전문점,8133953007.0,883230.0,843692227.0,1068088949.0,1113393088.0,1181549653.0,1319251266.0,1400001713.0,1207976111.0,512415789.0,551469463.0,1685537233.0,1298956161.0,2888309747.0,1197264614.0,4188176245.0,3693839781.0,131807641.0,2877093602.0,2028711049.0,1455012087.0,997032476.0,392359171.0,103510.0,120588.0,126915.0,131439.0,135227.0,141509.0,124042.0,40653.0,72837.0,179899.0,140355.0,323450.0,126036.0,451922.0,424961.0,17479.0,359972.0,228858.0,140210.0,96112.0,34264.0
1024,20191,관악구,화초,926808527.0,31857.0,77559386.0,137912018.0,135533749.0,169198337.0,162839707.0,123052950.0,120712380.0,0.0,140265219.0,254143391.0,209175923.0,299379371.0,23844623.0,408281910.0,459778928.0,9278196.0,230709779.0,221824747.0,175069448.0,129560780.0,101617888.0,2938.0,4519.0,4115.0,5809.0,4856.0,5005.0,4615.0,0.0,4098.0,8091.0,8085.0,10712.0,871.0,14542.0,16067.0,691.0,9845.0,7029.0,5864.0,4249.0,2928.0
1023,20191,동작구,자전거 및 기타운송장비,44867089.0,269.0,423183.0,0.0,4203614.0,385567.0,2144125.0,37710600.0,0.0,0.0,0.0,2539096.0,27148889.0,8925405.0,6253699.0,13811931.0,16629334.0,0.0,2320796.0,16319000.0,7542054.0,4118354.0,141061.0,9.0,0.0,28.0,28.0,37.0,167.0,0.0,0.0,0.0,28.0,134.0,89.0,18.0,154.0,87.0,0.0,77.0,58.0,38.0,59.0,9.0
1022,20191,동작구,자동차미용,7299539.0,40.0,0.0,6082949.0,1216590.0,0.0,0.0,0.0,0.0,0.0,0.0,1216590.0,0.0,6082949.0,0.0,1216590.0,6082949.0,0.0,0.0,0.0,6082949.0,1216590.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0
1021,20191,동작구,부동산중개업,241963971.0,373.0,0.0,34509663.0,82239692.0,123411457.0,158365.0,822397.0,822397.0,0.0,1644794.0,2058744.0,0.0,228391670.0,9868763.0,153616528.0,88347443.0,0.0,0.0,81357069.0,69318092.0,88616020.0,2672790.0,0.0,153.0,9.0,83.0,35.0,84.0,9.0,0.0,19.0,161.0,19.0,137.0,37.0,206.0,167.0,0.0,0.0,92.0,73.0,180.0,28.0
1020,20191,동작구,골프연습장,659836597.0,16199.0,103902615.0,74247608.0,87047681.0,98806632.0,100533206.0,98925321.0,96373534.0,44327240.0,11847135.0,51530928.0,109102315.0,230521355.0,212507624.0,497367588.0,93815045.0,0.0,5817597.0,87587584.0,214309064.0,226264261.0,57204128.0,1767.0,1884.0,2185.0,2406.0,2216.0,2959.0,2782.0,1346.0,285.0,1618.0,2141.0,5327.0,5482.0,12949.0,2142.0,0.0,194.0,2274.0,6114.0,4926.0,1583.0
1019,20191,동작구,세탁소,504689685.0,33536.0,70384081.0,66011819.0,92221271.0,68819690.0,66626999.0,129338552.0,11287273.0,597401.0,66815828.0,117125226.0,133134618.0,169427590.0,17589022.0,238575441.0,254429364.0,837331.0,69427437.0,144135896.0,128466875.0,100640053.0,49497213.0,4979.0,4280.0,6041.0,4313.0,4557.0,8429.0,937.0,50.0,4206.0,7703.0,8987.0,11617.0,973.0,17049.0,16217.0,71.0,5439.0,9527.0,8391.0,6555.0,3286.0
1018,20191,동작구,신발,1947957739.0,28441.0,224770911.0,231772904.0,237196392.0,414098271.0,187338919.0,356934712.0,295845630.0,0.0,25184759.0,622868491.0,428878255.0,803695272.0,67330962.0,988531405.0,949919311.0,36843759.0,735635253.0,319599136.0,396987512.0,304055576.0,145329479.0,4109.0,3440.0,4049.0,3726.0,3599.0,4786.0,4732.0,0.0,455.0,6794.0,8219.0,12004.0,969.0,13853.0,14319.0,426.0,9616.0,4313.0,4085.0,5792.0,3941.0
1027,20191,관악구,피부관리실,905255497.0,10965.0,120946899.0,112789166.0,157740995.0,139243617.0,135388853.0,169851781.0,69294186.0,28857275.0,23091431.0,142412841.0,176440553.0,415293063.0,119160334.0,270693506.0,616438887.0,1197870.0,266056665.0,276442513.0,182781410.0,112124181.0,48529757.0,1223.0,1380.0,1581.0,1623.0,1658.0,2068.0,1432.0,373.0,337.0,1884.0,2530.0,4746.0,1095.0,4879.0,5943.0,22.0,3772.0,3366.0,1720.0,1218.0,724.0
1017,20191,동작구,PC방,3967717754.0,875747.0,469916423.0,516921740.0,510098321.0,511824939.0,588061280.0,700419324.0,670475727.0,675301976.0,286433836.0,426352992.0,670725879.0,1108646759.0,800256312.0,3397153194.0,570564560.0,142020944.0,2769710842.0,734373087.0,138566099.0,151618307.0,31428475.0,105081.0,113005.0,112383.0,113592.0,129669.0,155692.0,146325.0,142422.0,59611.0,89431.0,156129.0,256642.0,171512.0,740048.0,135699.0,44148.0,623418.0,140616.0,28715.0,32395.0,6455.0
1040,20191,강남구,분식전문점,28820990065.0,2620884.0,3939962656.0,4151244740.0,4537567397.0,4830443684.0,4880448977.0,3812346183.0,2668976428.0,1008525843.0,2344334111.0,9818860881.0,4679786258.0,8368878799.0,2600604173.0,11456732458.0,12695588906.0,469102850.0,6059525341.0,6507302306.0,6278096362.0,3505307397.0,1332987143.0,373789.0,392698.0,415723.0,445825.0,429293.0,327989.0,235567.0,68640.0,270911.0,901840.0,429150.0,759706.0,190637.0,1107114.0,1305327.0,64576.0,619734.0,643122.0,612278.0,348563.0,124144.0
1042,20191,강남구,스포츠클럽,17009646241.0,45529.0,3314929966.0,2849185520.0,3423226314.0,2912296602.0,2667567482.0,1323857415.0,518582942.0,28796849.0,1799346711.0,2898853091.0,3094030052.0,7079484886.0,2109134652.0,7730937060.0,8038014096.0,19879058.0,2261823086.0,4124584730.0,3982201312.0,3670054920.0,1710408051.0,8589.0,6973.0,8216.0,8429.0,6971.0,4581.0,1770.0,91.0,5967.0,8835.0,9980.0,16418.0,4238.0,22107.0,21662.0,137.0,7799.0,11086.0,9970.0,9000.0,5783.0
1062,20191,강동구,철물점,1903257741.0,49258.0,386537176.0,287722094.0,203687148.0,324572958.0,272424975.0,387336903.0,40976487.0,0.0,510817916.0,583740211.0,550626819.0,257364637.0,708158.0,778281928.0,613360703.0,636205.0,61223680.0,364218864.0,288502892.0,385878803.0,291182195.0,8692.0,7157.0,8420.0,8623.0,7506.0,7078.0,1782.0,0.0,10839.0,13584.0,16207.0,8581.0,47.0,26948.0,11460.0,90.0,3099.0,5503.0,9898.0,10534.0,9285.0
1061,20191,강동구,PC방,4535253640.0,963609.0,548856719.0,588009086.0,575953779.0,559664615.0,651292038.0,815691877.0,795785526.0,832816628.0,255761105.0,394214048.0,701426696.0,1323534495.0,1027500668.0,3713170751.0,822082889.0,284169142.0,2949089220.0,841890204.0,258809876.0,159517787.0,41777411.0,116423.0,127098.0,122144.0,121459.0,139466.0,168413.0,168606.0,169939.0,53144.0,83547.0,159906.0,286348.0,210725.0,776602.0,187007.0,93061.0,622054.0,148512.0,59360.0,32839.0,7783.0
1060,20191,강동구,일반의원,41297686141.0,1552933.0,7231169346.0,6442149511.0,6678292751.0,7079295190.0,7117747660.0,6525701446.0,223330237.0,17713496.0,7038703837.0,13461264922.0,12676548794.0,8033289464.0,70165628.0,14543737325.0,26658850293.0,86245767.0,4053776149.0,8017026524.0,10185527551.0,9457195547.0,9402816079.0,287771.0,230687.0,237181.0,276341.0,273304.0,232511.0,15138.0,44.0,351899.0,443687.0,497773.0,257260.0,2270.0,699195.0,853454.0,7778.0,137895.0,309104.0,376333.0,345405.0,376136.0
1059,20191,강동구,문구,14328744074.0,487830.0,2248907570.0,2064862718.0,2505802673.0,2709820831.0,2749517416.0,1541235321.0,508597545.0,0.0,1577193568.0,5150879649.0,4780803138.0,2662359233.0,157508486.0,2372893284.0,3388108146.0,144157624.0,435694229.0,972914380.0,2364800518.0,1287002050.0,556432637.0,77294.0,73295.0,75787.0,77136.0,67951.0,72194.0,44173.0,0.0,36374.0,126651.0,159796.0,149822.0,15187.0,160422.0,226087.0,24647.0,50209.0,62950.0,147355.0,68500.0,32836.0
1058,20191,송파구,자동차미용,613520099.0,12701.0,67012882.0,66702560.0,76050228.0,92127066.0,94298907.0,172657112.0,44671344.0,0.0,81232342.0,178216206.0,219291536.0,134780015.0,0.0,366888976.0,152686984.0,856503.0,30220591.0,121184788.0,234510404.0,84488308.0,48315364.0,1443.0,1336.0,1605.0,1872.0,1925.0,3343.0,1177.0,0.0,1787.0,3346.0,5149.0,2419.0,0.0,7977.0,2870.0,10.0,655.0,2918.0,4411.0,2006.0,843.0
1057,20191,송파구,가구,21130999895.0,27842.0,1621679625.0,2171533623.0,2423003693.0,3030026061.0,1899350957.0,4835671259.0,5149734677.0,0.0,622946338.0,6057168498.0,7031850697.0,7415306955.0,3727407.0,9507822342.0,10337862691.0,0.0,708088294.0,4946609801.0,5242244815.0,5723236407.0,3225505718.0,2560.0,2610.0,3595.0,3721.0,3226.0,5928.0,6202.0,0.0,457.0,7080.0,11021.0,9262.0,22.0,10340.0,16180.0,0.0,1428.0,5290.0,6757.0,7743.0,5300.0
1056,20191,송파구,전자상거래업,8431365464.0,42858.0,2202452457.0,513823239.0,157683696.0,2667116961.0,361700639.0,1290111190.0,1238477282.0,0.0,194434437.0,1645080791.0,5599918056.0,979334440.0,12597740.0,5234424086.0,2197988535.0,1472005.0,789777123.0,827407214.0,4650392044.0,640754493.0,522609739.0,7183.0,3209.0,3060.0,7431.0,6194.0,9450.0,6331.0,0.0,2737.0,14981.0,18609.0,6371.0,160.0,18156.0,20871.0,104.0,8246.0,9785.0,11962.0,4747.0,4185.0
1055,20191,송파구,문구,11802635739.0,462712.0,2243656884.0,2234390783.0,1917810692.0,1717130778.0,2137725005.0,960520620.0,591400977.0,0.0,1138875119.0,3944273696.0,4430458334.0,2224611263.0,64417327.0,2599005944.0,3699145235.0,44900103.0,405858503.0,1493818082.0,2382377433.0,1060840068.0,910357007.0,73955.0,71601.0,76881.0,73364.0,64122.0,58293.0,44496.0,0.0,36058.0,129680.0,152845.0,138924.0,5205.0,166266.0,214488.0,7413.0,47268.0,95536.0,149276.0,50717.0,30544.0
1054,20191,송파구,화초,2281005237.0,49422.0,286543675.0,285334483.0,406473807.0,389436634.0,403102723.0,312175214.0,197938701.0,0.0,284639762.0,524664208.0,797737830.0,645558432.0,28405005.0,750355048.0,997653561.0,4154801.0,145699638.0,268222852.0,416830554.0,506095239.0,407005517.0,5765.0,5940.0,7651.0,9037.0,8187.0,7590.0,5252.0,0.0,6823.0,11242.0,15718.0,14598.0,1041.0,20358.0,23966.0,254.0,6016.0,9231.0,11676.0,10712.0,6434.0
1041,20191,강남구,일반의원,303699928496.0,1998779.0,49808011291.0,44013315375.0,43724621505.0,51210939068.0,60544977271.0,51217325020.0,3180738966.0,18387520.0,69348634613.0,93610020091.0,94336604664.0,45794448893.0,591832715.0,95391332551.0,207380263539.0,617127108.0,58693028630.0,71767607774.0,70591571525.0,70252168432.0,30849066639.0,369037.0,300095.0,314739.0,341093.0,369724.0,282759.0,21332.0,76.0,371965.0,594142.0,670013.0,357347.0,5236.0,802259.0,1194899.0,11130.0,348990.0,482865.0,476691.0,368460.0,309006.0
1053,20191,송파구,가전제품,12467502331.0,54574.0,1430999970.0,1343731673.0,1318375346.0,1402173235.0,2073289075.0,2765502138.0,2133430894.0,0.0,410777995.0,2784683384.0,4122940034.0,4603220903.0,545880015.0,6181296425.0,4684799329.0,29363432.0,1085747411.0,2393026683.0,2871694319.0,2698548130.0,1787715780.0,5789.0,6449.0,7764.0,7380.0,9445.0,10820.0,6927.0,0.0,4022.0,12444.0,18928.0,17429.0,1751.0,29277.0,20741.0,398.0,8289.0,10544.0,12005.0,10838.0,7941.0
1051,20191,송파구,의료기기,12763407206.0,31103.0,931524149.0,2147065248.0,4150556784.0,3633942241.0,1289867607.0,590616802.0,19834375.0,127160.0,1838209815.0,7374276592.0,2454229591.0,1096544974.0,19074.0,8491372034.0,2305121634.0,0.0,13119316.0,304321772.0,2231986061.0,3682064395.0,4565002125.0,4671.0,3558.0,7382.0,6315.0,7242.0,1654.0,281.0,6.0,5955.0,11101.0,9090.0,4945.0,6.0,18099.0,11695.0,0.0,198.0,2329.0,5124.0,11164.0,10982.0
1050,20191,송파구,PC방,3368814250.0,644722.0,412966589.0,409114357.0,427790592.0,414071209.0,485316305.0,606380678.0,613174520.0,649776421.0,204411940.0,284778836.0,498620065.0,999211373.0,732015615.0,2893773897.0,475040353.0,195105392.0,2103347887.0,739421591.0,174594005.0,124814680.0,31530695.0,77359.0,79732.0,80391.0,81114.0,92864.0,114131.0,119131.0,118823.0,36469.0,52858.0,103249.0,191159.0,142164.0,539463.0,105259.0,57299.0,404604.0,119572.0,33365.0,23126.0,6756.0
1049,20191,송파구,치과의원,30794565235.0,234861.0,4905937855.0,5780100380.0,5692460448.0,4830921120.0,5613467120.0,3910066612.0,61611700.0,0.0,3670653450.0,10060359317.0,10370094414.0,6643387732.0,50070322.0,15538870129.0,15142182676.0,25058063.0,2458969934.0,4525926184.0,7558919064.0,8399682337.0,7712497219.0,41152.0,40081.0,40400.0,38012.0,40058.0,34492.0,666.0,0.0,35322.0,73931.0,79481.0,45962.0,165.0,115706.0,118664.0,546.0,26230.0,40175.0,60640.0,54644.0,52138.0
1048,20191,강남구,고시원,94330840.0,277.0,0.0,0.0,84085807.0,0.0,0.0,0.0,10245033.0,0.0,39240043.0,44845764.0,0.0,10245033.0,0.0,94330840.0,0.0,0.0,44845764.0,49485076.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,53.0,0.0,112.0,112.0,0.0,53.0,0.0,277.0,0.0,0.0,112.0,165.0,0.0,0.0,0.0
1047,20191,강남구,여관,6904541892.0,108006.0,617555966.0,972360146.0,890716267.0,982892139.0,966940202.0,1381220804.0,1092856368.0,2020666711.0,761720360.0,614330239.0,788278204.0,1501696174.0,1217850204.0,4322129103.0,1425623684.0,35303737.0,2062011735.0,1862184977.0,1062880189.0,551316275.0,174055875.0,10718.0,13652.0,12855.0,15145.0,14884.0,22597.0,18155.0,28526.0,9767.0,7370.0,14266.0,28691.0,19386.0,76375.0,24368.0,838.0,44858.0,29827.0,14130.0,8157.0,2929.0
1046,20191,강남구,가전제품,3301890876.0,20905.0,286874158.0,936029380.0,529622069.0,497331785.0,440052570.0,363319966.0,248660948.0,0.0,76721744.0,945147965.0,975607035.0,1242982377.0,61431755.0,1399750603.0,1580034011.0,22659586.0,425506510.0,730238201.0,966518949.0,645355803.0,189505564.0,2539.0,2787.0,2933.0,3366.0,3490.0,3372.0,2418.0,0.0,866.0,5269.0,7932.0,6376.0,462.0,9122.0,10555.0,232.0,3783.0,5581.0,5059.0,3824.0,1197.0
1045,20191,강남구,핸드폰,7535435074.0,159066.0,1062245823.0,1279638277.0,1747971743.0,1192222884.0,925747362.0,1101656453.0,225952532.0,0.0,582022362.0,2075900767.0,1935664303.0,2298874448.0,642973194.0,2918087726.0,3197685485.0,38401393.0,1145444165.0,1186198243.0,1253363407.0,1394134245.0,1098231751.0,22672.0,22339.0,23753.0,24151.0,27719.0,25083.0,13349.0,0.0,10260.0,39205.0,44105.0,58242.0,7254.0,56786.0,95990.0,2978.0,52216.0,30336.0,27727.0,26080.0,13442.0
1044,20191,강남구,자동차미용,1121593972.0,12609.0,112228090.0,126913729.0,259929006.0,299333892.0,192750554.0,84589884.0,45848817.0,93440774.0,186014527.0,158186733.0,198572577.0,292884948.0,192494413.0,378152068.0,135437076.0,0.0,21983880.0,153704744.0,194042897.0,96980209.0,46877410.0,1548.0,1719.0,2082.0,2887.0,2059.0,1469.0,845.0,119.0,2509.0,2648.0,3393.0,2486.0,1454.0,5214.0,2499.0,0.0,662.0,1932.0,2724.0,1767.0,626.0
1043,20191,강남구,양식음식점,56118255975.0,1250528.0,5727199429.0,7165995073.0,7847458250.0,8732991984.0,9690359297.0,9988606044.0,6965645898.0,3883583643.0,512213543.0,12559375653.0,8565279276.0,17925872983.0,12671930877.0,22045283893.0,21809080755.0,373194588.0,12556436826.0,12850361227.0,8881777963.0,6069886083.0,3122707945.0,145265.0,166909.0,182743.0,197778.0,212700.0,195111.0,150022.0,37218.0,30355.0,416372.0,227498.0,396161.0,142924.0,483046.0,633008.0,17319.0,390578.0,324374.0,204315.0,126454.0,52995.0
1052,20191,송파구,철물점,1464655647.0,64686.0,247014404.0,235610876.0,265247722.0,252310703.0,212212909.0,209219489.0,43039544.0,0.0,369042410.0,421262278.0,456389654.0,216618273.0,1343032.0,738950761.0,356819270.0,577417.0,88354651.0,159900891.0,274847726.0,386679778.0,185409572.0,9039.0,9577.0,9422.0,12470.0,9996.0,11258.0,2924.0,0.0,13972.0,17443.0,20339.0,12786.0,146.0,33783.0,15597.0,107.0,5165.0,10087.0,10969.0,12378.0,10683.0
1063,20191,강동구,일반의류,37961381094.0,822863.0,3515115863.0,4267694565.0,5479017787.0,4899006489.0,5653515709.0,8226639347.0,5920391334.0,1860168.0,762400987.0,8110955350.0,14422984751.0,13852654872.0,810524966.0,13513162268.0,24408454739.0,148016226.0,2599119343.0,5119415180.0,13207633993.0,10013586207.0,6833846054.0,76993.0,91532.0,126145.0,111221.0,119003.0,165110.0,132859.0,20.0,18726.0,183654.0,297781.0,304418.0,18264.0,256487.0,566056.0,5249.0,60877.0,130799.0,289720.0,207050.0,128848.0
1016,20191,동작구,여관,580758231.0,14014.0,56515885.0,66237110.0,75390955.0,62742458.0,93550975.0,115017753.0,111303095.0,235084156.0,23748755.0,28383200.0,34452727.0,112045132.0,147044261.0,413345260.0,162991311.0,9286111.0,264192868.0,114653423.0,121230514.0,47310549.0,19663108.0,1532.0,1727.0,1769.0,1673.0,2140.0,2608.0,2565.0,5022.0,595.0,633.0,1205.0,3285.0,3274.0,10411.0,3555.0,286.0,6924.0,2866.0,2151.0,1157.0,581.0
1014,20191,동작구,문구,4291328350.0,177284.0,768091308.0,573189653.0,972785067.0,1256956241.0,560355146.0,108037487.0,51913448.0,0.0,516489222.0,1372520825.0,1640788446.0,743344650.0,18185207.0,875761141.0,544011610.0,26352514.0,282575060.0,148835857.0,343376221.0,502305523.0,116327578.0,35119.0,29479.0,32723.0,33858.0,27060.0,12240.0,6805.0,0.0,18674.0,50500.0,55259.0,50763.0,2088.0,70799.0,78855.0,5558.0,63089.0,18379.0,29079.0,23362.0,10183.0
989,20191,구로구,치과의원,19049331494.0,162700.0,3141036473.0,3397519974.0,3329307645.0,3509992512.0,2919864547.0,2685893328.0,65717015.0,0.0,2439191220.0,6804918275.0,6135782633.0,3617762332.0,51677034.0,10131073901.0,8877339131.0,13857853.0,1294333050.0,2626503932.0,4749406449.0,4811736114.0,5512575635.0,29046.0,26395.0,26667.0,28872.0,28999.0,22544.0,177.0,0.0,27652.0,50937.0,54407.0,29588.0,116.0,85733.0,76807.0,601.0,15964.0,25493.0,41921.0,39180.0,39380.0
988,20191,강서구,외국어학원,1565866074.0,4618.0,259307455.0,340693931.0,337147491.0,216194320.0,263370885.0,123790045.0,25361947.0,1935521.0,91611563.0,198748855.0,706281640.0,512580218.0,54708277.0,689732736.0,750474703.0,1853954.0,58755735.0,166929371.0,866790339.0,313346174.0,32531866.0,764.0,924.0,1105.0,699.0,772.0,304.0,50.0,6.0,113.0,461.0,1948.0,1877.0,213.0,2110.0,2345.0,6.0,210.0,622.0,2874.0,664.0,80.0
