,기준_년분기_코드,자치구_코드_명,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00_06_매출_금액,시간대_06_11_매출_금액,시간대_11_14_매출_금액,시간대_14_17_매출_금액,시간대_17_21_매출_금액,시간대_21_24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
27680,20203,용산구,미용실,4902751090.0,90018.0,542224772.0,543681440.0,678588190.0,656382612.0,806028127.0,1150482469.0,525363480.0,1240283.0,107853481.0,1197310696.0,1600301689.0,1844332828.0,151712113.0,1822569548.0,3055755210.0,43178925.0,838515597.0,1076350546.0,1079737209.0,1104809203.0,735733279.0,11035.0,10231.0,11563.0,12003.0,14815.0,19233.0,11138.0,6.0,3528.0,22446.0,28749.0,33867.0,1422.0,48479.0,41351.0,1197.0,19892.0,22208.0,19790.0,17246.0,9494.0
27679,20203,용산구,전자상거래업,12284536309.0,46458.0,3728092293.0,1744406520.0,947489006.0,2175299478.0,1503777102.0,656996504.0,1528475406.0,0.0,2320979832.0,1926874315.0,5956723814.0,1984477787.0,95480561.0,2008334208.0,7079544638.0,23121820.0,1853159199.0,2320638587.0,2815779860.0,1852604465.0,222574914.0,5786.0,4434.0,6845.0,8505.0,7528.0,4487.0,8873.0,0.0,1445.0,10704.0,20554.0,12921.0,834.0,22522.0,21705.0,225.0,16940.0,14071.0,5927.0,5192.0,1862.0
5665,20203,중랑구,한의원,6731580591.0,254091.0,1254206442.0,1114713971.0,1011026536.0,898883659.0,1090490898.0,1123154820.0,239104265.0,0.0,982233160.0,2385469726.0,1782355798.0,1573888606.0,7633301.0,2856350777.0,3829880961.0,16727037.0,336978922.0,854055099.0,1400152705.0,2074449933.0,2003868044.0,47265.0,43366.0,41905.0,36186.0,43822.0,35425.0,6122.0,0.0,46196.0,79936.0,69035.0,58762.0,162.0,120877.0,132879.0,486.0,15219.0,30135.0,41921.0,66920.0,99076.0
5664,20203,중랑구,중식음식점,3391938386.0,183412.0,301642496.0,384033349.0,458883037.0,428909064.0,484381725.0,658160736.0,675927979.0,29418246.0,32361626.0,1334289719.0,580104632.0,1308155282.0,107608881.0,1931633890.0,1243622288.0,40017552.0,442011812.0,663473136.0,869866705.0,759895994.0,399990991.0,18110.0,21759.0,25770.0,24281.0,26410.0,32862.0,34220.0,1245.0,1826.0,73856.0,35890.0,67012.0,3583.0,107861.0,67108.0,3360.0,25858.0,36126.0,45266.0,41196.0,23164.0
5663,20203,중랑구,분식전문점,4264100040.0,393106.0,595197322.0,585226345.0,621529336.0,605929834.0,642497721.0,669996055.0,543723427.0,187610764.0,331387915.0,1177408854.0,689472428.0,1450279108.0,427940971.0,2169492693.0,1887790485.0,90750639.0,853434908.0,907959193.0,978078490.0,811835431.0,415224508.0,55942.0,56695.0,57093.0,57333.0,61261.0,58397.0,46385.0,11090.0,35855.0,109770.0,69914.0,137078.0,29399.0,195620.0,188637.0,10251.0,83813.0,85028.0,92215.0,77177.0,35759.0
5662,20203,동대문구,고시원,119319706.0,3099.0,5834543.0,9889079.0,9613900.0,20334404.0,27834189.0,35182383.0,10631208.0,33800488.0,1052716.0,8532661.0,5243331.0,14206684.0,56483826.0,102531663.0,14867573.0,921127.0,6414274.0,15150430.0,44126794.0,32136553.0,18650058.0,164.0,190.0,217.0,606.0,658.0,882.0,382.0,994.0,26.0,244.0,164.0,322.0,1349.0,2743.0,302.0,26.0,217.0,440.0,1067.0,742.0,553.0
5661,20203,동대문구,완구,352573272.0,11815.0,26312114.0,51475885.0,42211535.0,49167343.0,94372690.0,48086000.0,40947705.0,0.0,36806972.0,109027081.0,120352749.0,81732126.0,4654344.0,307945938.0,44627334.0,0.0,11359330.0,15965519.0,51704235.0,127543892.0,146000296.0,1047.0,1743.0,1546.0,2017.0,2463.0,1828.0,1171.0,0.0,1715.0,3391.0,3731.0,2783.0,195.0,10610.0,1205.0,0.0,458.0,465.0,1643.0,3243.0,6006.0
5660,20203,동대문구,신발,287003260.0,7285.0,58600855.0,40962908.0,56926611.0,38790062.0,37167796.0,34921227.0,19633801.0,0.0,17080817.0,102790067.0,96865752.0,70266624.0,0.0,94196567.0,161892784.0,615680.0,13933072.0,11692988.0,26395716.0,78355975.0,125095920.0,1468.0,1026.0,1009.0,1286.0,768.0,1313.0,415.0,0.0,958.0,2252.0,2618.0,1457.0,0.0,3229.0,3231.0,15.0,308.0,377.0,785.0,1792.0,3185.0
5659,20203,동대문구,가전제품수리,868560520.0,11698.0,149814830.0,114627289.0,153199036.0,110647061.0,232402938.0,104798568.0,3070798.0,0.0,139475106.0,308321172.0,289284873.0,131479369.0,0.0,453674885.0,308426470.0,0.0,37468856.0,237737946.0,170376849.0,156724713.0,159792991.0,2303.0,1868.0,1978.0,1945.0,2365.0,1162.0,77.0,0.0,2276.0,3623.0,4073.0,1726.0,0.0,6401.0,4570.0,0.0,630.0,1821.0,2529.0,2999.0,2991.0
5658,20203,동대문구,자전거 및 기타운송장비,401708364.0,6563.0,77249281.0,47763294.0,35382208.0,34696349.0,23603624.0,121054599.0,61959009.0,0.0,21566441.0,99644723.0,141690099.0,138807101.0,0.0,271578683.0,128751810.0,6661420.0,12892595.0,78967207.0,85085700.0,95250569.0,121473002.0,675.0,1125.0,716.0,801.0,606.0,1536.0,1104.0,0.0,719.0,1961.0,2298.0,1585.0,0.0,4552.0,1949.0,40.0,435.0,696.0,1361.0,1707.0,2263.0
5657,20203,동대문구,수산물판매,28048525579.0,684542.0,3003100828.0,4108443575.0,3852940251.0,4503417223.0,4014331500.0,5380921963.0,3185370239.0,1344527545.0,8395517128.0,7133146611.0,7714347745.0,3394500548.0,66486002.0,10277131750.0,15843725973.0,222609.0,445599896.0,1562439410.0,3188851518.0,7212623988.0,13711120300.0,75815.0,94685.0,92632.0,111254.0,101107.0,125886.0,83163.0,8740.0,156593.0,196084.0,219571.0,102089.0,1465.0,262373.0,407607.0,22.0,14725.0,41444.0,87709.0,156708.0,369370.0
5656,20203,동대문구,청과상,324085685137.0,7689397.0,35324060449.0,57210329582.0,50251189990.0,43446141493.0,51148190949.0,52522205490.0,34183567184.0,6765666554.0,88370738823.0,90225764576.0,90082880416.0,47780926255.0,859708513.0,142322601419.0,154558721073.0,28425496.0,4403277677.0,42481429121.0,37257423736.0,59413510928.0,153297255539.0,865193.0,1098008.0,1083281.0,1012955.0,1152050.0,1370745.0,1107165.0,29559.0,1314774.0,2380534.0,2686900.0,1258888.0,18742.0,3465632.0,4058287.0,2244.0,158060.0,545688.0,981376.0,1691664.0,4144897.0
5655,20203,동대문구,커피-음료,7598710495.0,1294536.0,1058785310.0,1126651383.0,1164880482.0,1139113554.0,1195152438.0,1032019326.0,882108002.0,53442035.0,967507502.0,2415011455.0,1894230392.0,1800831755.0,467687356.0,3231005962.0,3840037146.0,139726150.0,2761434032.0,1688986156.0,1221212260.0,918292158.0,341392367.0,185462.0,199675.0,200651.0,196469.0,201027.0,166643.0,144609.0,5350.0,224672.0,392433.0,318701.0,290444.0,62936.0,587598.0,673459.0,27179.0,529894.0,300692.0,203368.0,150216.0,49711.0
5654,20203,동대문구,분식전문점,5945255443.0,543599.0,764429777.0,868147186.0,907905262.0,840041432.0,1016786553.0,877862924.0,670082309.0,506233875.0,454118262.0,1430984594.0,815978965.0,1820894918.0,917044829.0,3080663986.0,2481486689.0,114432277.0,1589053477.0,1240315822.0,1260591682.0,908114617.0,449642800.0,75171.0,82964.0,85633.0,81721.0,86964.0,76092.0,55054.0,28611.0,53156.0,147166.0,86429.0,167917.0,60320.0,279269.0,245386.0,12706.0,152145.0,119006.0,118974.0,84149.0,37664.0
5653,20203,동대문구,반찬가게,42566919273.0,449078.0,6776842050.0,9088513907.0,5785497098.0,7109680616.0,6456695629.0,6697857775.0,651832198.0,1012238396.0,10140595180.0,15050733623.0,11554075645.0,4751338471.0,57937958.0,18987363078.0,18959520821.0,1683777.0,554643849.0,3323770342.0,8693280129.0,11344118350.0,14012993748.0,69733.0,82043.0,71064.0,71014.0,68497.0,71292.0,15435.0,8663.0,97522.0,136093.0,140433.0,64300.0,2067.0,184532.0,243484.0,495.0,12585.0,50601.0,81363.0,111993.0,170600.0
5652,20203,동대문구,스포츠 강습,1168953846.0,4981.0,273616839.0,342368724.0,225389978.0,194833266.0,130815758.0,1929281.0,0.0,0.0,51100012.0,76316695.0,262669718.0,709701020.0,69166401.0,344434884.0,813274310.0,142470.0,250146278.0,280435571.0,486659226.0,107644996.0,32680653.0,1266.0,1098.0,1165.0,798.0,632.0,22.0,0.0,0.0,121.0,355.0,1707.0,2506.0,292.0,1660.0,3261.0,14.0,664.0,1345.0,2429.0,368.0,100.0
5651,20203,동대문구,노래방,1206256947.0,34719.0,95372326.0,161928608.0,157992351.0,159170954.0,196536184.0,239449326.0,195807198.0,632869512.0,11300451.0,1874379.0,7792224.0,107551326.0,444869055.0,941385636.0,213979033.0,12842689.0,179902703.0,165429347.0,334161056.0,340588453.0,122440425.0,3963.0,4263.0,4367.0,4630.0,5293.0,6370.0,5833.0,10438.0,146.0,243.0,1623.0,8332.0,13937.0,22990.0,11329.0,2539.0,17218.0,5112.0,3904.0,3951.0,1594.0
5650,20203,동대문구,한의원,5331725197.0,130505.0,878415717.0,843554758.0,824374429.0,663828396.0,809627112.0,1117986979.0,193937806.0,0.0,700060793.0,1953410175.0,1898771086.0,778616006.0,867137.0,2272471330.0,2971097274.0,16961988.0,283104800.0,725655692.0,974427001.0,1346771627.0,1896647493.0,21724.0,21945.0,20262.0,20848.0,23041.0,19250.0,3435.0,0.0,24332.0,44453.0,39293.0,22379.0,48.0,63892.0,66262.0,680.0,9084.0,18065.0,24847.0,31854.0,45624.0
27682,20203,용산구,자전거 및 기타운송장비,187233046.0,2155.0,3727466.0,11963198.0,53485533.0,19132592.0,54147895.0,37869593.0,6906769.0,0.0,3830257.0,70153704.0,37627689.0,73452455.0,2168941.0,171134685.0,15483058.0,1076779.0,13242027.0,59685139.0,50796505.0,37421152.0,24396142.0,73.0,310.0,445.0,222.0,389.0,501.0,215.0,0.0,138.0,537.0,629.0,805.0,46.0,1910.0,229.0,15.0,194.0,421.0,565.0,681.0,264.0
5648,20203,광진구,시계및귀금속,1611106175.0,28400.0,286817076.0,229458521.0,175341040.0,277688119.0,252740853.0,239249581.0,149810985.0,0.0,8746696.0,321353149.0,653884210.0,573196661.0,53925459.0,563546202.0,1004005436.0,19328817.0,360254804.0,233633745.0,219286350.0,431580748.0,303467174.0,3784.0,3580.0,4300.0,4135.0,3701.0,5247.0,3653.0,0.0,169.0,5949.0,8778.0,12124.0,1380.0,7887.0,20477.0,550.0,9538.0,6382.0,5432.0,3911.0,2553.0
27683,20203,용산구,가방,475000734.0,4001.0,33895636.0,46651685.0,47241544.0,151997739.0,36704616.0,107910501.0,50599013.0,3905022.0,2325939.0,123876108.0,204051847.0,128365518.0,12476300.0,189548392.0,280725178.0,4924095.0,14266111.0,77620625.0,116418777.0,150462271.0,106581689.0,350.0,402.0,651.0,923.0,536.0,783.0,356.0,35.0,41.0,1283.0,1413.0,1129.0,100.0,1601.0,2337.0,42.0,442.0,810.0,816.0,997.0,830.0
27685,20203,성동구,일반의류,16063795772.0,270351.0,1646038873.0,1910960989.0,1926825680.0,2328335897.0,2515299181.0,3148029407.0,2588305745.0,678066.0,225416443.0,3161176692.0,6090962498.0,5819532582.0,766029491.0,6215500833.0,9679415941.0,187213158.0,3676033168.0,3023237912.0,3675983525.0,3710873299.0,1621575712.0,29369.0,36653.0,33396.0,34425.0,42490.0,50660.0,43358.0,5.0,6686.0,54089.0,96973.0,106080.0,6518.0,104098.0,165333.0,3902.0,69793.0,45925.0,68882.0,57814.0,23114.0
27704,20203,광진구,컴퓨터및주변장치판매,52392095437.0,563334.0,8970081009.0,4724180178.0,8125812633.0,8371738747.0,9648532442.0,7463764991.0,5087985437.0,0.0,1772774227.0,14982218375.0,21553965129.0,13881183105.0,201954601.0,19584983242.0,11158636433.0,267713386.0,4785979199.0,6204865684.0,9050469369.0,6478557781.0,3956034256.0,76052.0,69039.0,83916.0,71651.0,80782.0,107485.0,74409.0,0.0,24751.0,130992.0,190940.0,209949.0,6702.0,264435.0,261463.0,13452.0,186204.0,104165.0,87806.0,76732.0,57539.0
27703,20203,광진구,화장품,25132223719.0,1119565.0,3235726837.0,3563065863.0,3723946536.0,3741675569.0,4046731148.0,3714809967.0,3106267799.0,230569326.0,1134113426.0,4599542604.0,6690607000.0,10117287556.0,2360103807.0,6010402828.0,15919284184.0,499651996.0,9949242045.0,4382679580.0,2953074714.0,2540967865.0,1604070811.0,139522.0,149722.0,162186.0,141211.0,166483.0,196125.0,164316.0,2583.0,27664.0,164559.0,288458.0,506129.0,130172.0,265210.0,841617.0,30826.0,586865.0,224729.0,117685.0,104903.0,41811.0
27702,20203,광진구,조명용품,7240883219.0,152285.0,1259979830.0,1096834311.0,1077381797.0,1118710958.0,891236114.0,1430913478.0,365826731.0,0.0,1745855067.0,2613383658.0,1643590377.0,1233395694.0,4658423.0,3521031970.0,1937477619.0,5349603.0,152417333.0,457252061.0,1023551847.0,2061187560.0,1758751183.0,27955.0,24144.0,22880.0,23506.0,18064.0,28358.0,7378.0,0.0,30575.0,43843.0,43968.0,33351.0,548.0,91247.0,39645.0,259.0,6621.0,15999.0,28203.0,41691.0,38126.0
27701,20203,광진구,자전거 및 기타운송장비,1435827646.0,11403.0,48451391.0,141497823.0,244254260.0,229301780.0,137325705.0,459557072.0,175439615.0,0.0,30407539.0,293200741.0,599262953.0,510239561.0,2716852.0,964705044.0,349465711.0,3873533.0,249073485.0,222960961.0,373844940.0,207315343.0,257102495.0,1209.0,1517.0,1382.0,1378.0,1705.0,2494.0,1718.0,0.0,693.0,2716.0,3580.0,4349.0,65.0,8530.0,2792.0,170.0,1971.0,2118.0,2801.0,2240.0,2022.0
27700,20203,광진구,안경,3059410427.0,39077.0,383084466.0,458152615.0,410109952.0,366919976.0,418875301.0,660743996.0,361524121.0,0.0,118218141.0,678422738.0,961498564.0,1264289696.0,36981288.0,1344149584.0,1674987347.0,35544663.0,659593962.0,520740695.0,709550664.0,732634142.0,361072809.0,5346.0,5763.0,5418.0,5087.0,5859.0,7045.0,4559.0,0.0,1415.0,7945.0,11620.0,17124.0,973.0,13405.0,25540.0,1232.0,14450.0,6994.0,6849.0,6341.0,3076.0
27699,20203,성동구,완구,1127736.0,7.0,0.0,0.0,308918.0,0.0,818818.0,0.0,0.0,0.0,0.0,818818.0,308918.0,0.0,0.0,308918.0,0.0,0.0,0.0,0.0,0.0,0.0,308918.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
27698,20203,성동구,운동/경기용품,1590244220.0,10459.0,162457281.0,181506588.0,171218816.0,208634767.0,264620052.0,302303575.0,299503141.0,0.0,55641511.0,515826811.0,563415687.0,455360211.0,0.0,833878440.0,603354497.0,0.0,48103277.0,147015027.0,404996566.0,458833479.0,378284588.0,869.0,1216.0,986.0,1570.0,1780.0,2240.0,1798.0,0.0,479.0,3458.0,3796.0,2726.0,0.0,5418.0,4631.0,0.0,361.0,1080.0,2497.0,3265.0,2844.0
27697,20203,성동구,자전거 및 기타운송장비,2693957888.0,17630.0,421873519.0,151738907.0,380488600.0,484295562.0,312281804.0,597539650.0,345739846.0,0.0,111951898.0,794250083.0,876146160.0,808000724.0,103609023.0,1897493506.0,578113031.0,1762696.0,683902738.0,277897572.0,816629060.0,405577674.0,289836799.0,2279.0,1310.0,2480.0,2456.0,2889.0,3257.0,2959.0,0.0,1433.0,5064.0,5812.0,5003.0,318.0,12288.0,4338.0,129.0,2947.0,3543.0,4405.0,3860.0,1739.0
27696,20203,성동구,PC방,6534772928.0,1417060.0,897523302.0,838869144.0,923915303.0,796305040.0,869416659.0,1161382806.0,1047360674.0,1232985197.0,353308284.0,527420851.0,1103225919.0,1866162794.0,1451669883.0,5555271949.0,979500979.0,433592453.0,4932278985.0,632818288.0,212934021.0,189165974.0,133983207.0,189317.0,192241.0,200077.0,178161.0,188923.0,248302.0,220039.0,248714.0,79324.0,118535.0,245050.0,422896.0,302541.0,1187161.0,229899.0,114481.0,1060099.0,142774.0,31534.0,45665.0,22507.0
27695,20203,성동구,스포츠클럽,738197624.0,2952.0,151458347.0,234020047.0,108914846.0,74612775.0,126437317.0,30591445.0,12162847.0,7622386.0,56614315.0,154988449.0,150140902.0,259012695.0,109818877.0,421993697.0,297656636.0,13120061.0,392772029.0,172920163.0,47641720.0,58961879.0,34234481.0,711.0,707.0,488.0,366.0,451.0,131.0,98.0,10.0,310.0,602.0,514.0,1211.0,305.0,1903.0,1035.0,69.0,1757.0,571.0,151.0,300.0,91.0
27694,20203,성동구,외국어학원,522873004.0,1766.0,138870378.0,122034816.0,89724935.0,74673759.0,91192051.0,6377065.0,0.0,0.0,1894609.0,91901144.0,211491094.0,203475594.0,14110563.0,280161397.0,241290651.0,0.0,2471229.0,78502768.0,346300743.0,94177307.0,0.0,461.0,356.0,362.0,216.0,346.0,25.0,0.0,0.0,8.0,302.0,782.0,631.0,43.0,924.0,818.0,0.0,8.0,280.0,1173.0,280.0,0.0
27693,20203,성동구,네일숍,148226800.0,1600.0,10003985.0,21488420.0,27308215.0,24669401.0,18598126.0,24058139.0,22100514.0,0.0,368515.0,37291206.0,50638279.0,55006727.0,4922073.0,21004936.0,125252421.0,0.0,17927309.0,53068309.0,43243193.0,16667884.0,15350663.0,164.0,225.0,267.0,259.0,282.0,263.0,140.0,0.0,4.0,390.0,507.0,643.0,56.0,253.0,1311.0,0.0,412.0,478.0,359.0,216.0,101.0
27692,20203,성동구,일식음식점,3637690505.0,97299.0,480979214.0,567161788.0,591159415.0,559142379.0,644989602.0,485990061.0,308268046.0,81791280.0,1212472.0,970873868.0,303347295.0,1571842447.0,708623143.0,1706155016.0,1120001019.0,38310114.0,896610977.0,624462412.0,510720948.0,488129085.0,267922497.0,13011.0,15655.0,16302.0,14747.0,16631.0,12180.0,8773.0,1130.0,124.0,38308.0,10619.0,37896.0,9222.0,45147.0,39046.0,1765.0,34909.0,18151.0,11951.0,11242.0,6180.0
27691,20203,성동구,당구장,543766726.0,23751.0,73237402.0,93360754.0,63261366.0,76132159.0,84073124.0,88991357.0,64710564.0,35977625.0,29957297.0,60286324.0,89770805.0,210675851.0,117098824.0,418280701.0,110974821.0,5096941.0,162941184.0,92182648.0,70558734.0,142235622.0,56240395.0,2720.0,2869.0,3189.0,3307.0,4125.0,4170.0,3371.0,2318.0,445.0,2295.0,3820.0,8132.0,6741.0,19693.0,3793.0,494.0,6958.0,3543.0,2903.0,6689.0,2895.0
27690,20203,성동구,화초,486402074.0,43827.0,89050928.0,77349274.0,75259003.0,70830970.0,75814020.0,42197809.0,55900070.0,264958.0,47406377.0,168945608.0,131017344.0,130967604.0,7800183.0,266427185.0,147605542.0,989303.0,65406627.0,93691155.0,85564077.0,125965439.0,42416126.0,5740.0,7294.0,6212.0,7255.0,8988.0,4418.0,3920.0,26.0,5210.0,13505.0,11101.0,13432.0,553.0,30146.0,12956.0,70.0,5389.0,13155.0,8401.0,10034.0,6052.0
27689,20203,성동구,조명용품,2283310806.0,59538.0,413236127.0,221203318.0,325572586.0,385201023.0,372803468.0,507712635.0,57581649.0,0.0,907021009.0,584567469.0,574407638.0,217210335.0,104355.0,973779471.0,296106826.0,0.0,34270495.0,187978872.0,240681790.0,570835863.0,236119271.0,13741.0,8592.0,9029.0,9490.0,11575.0,6127.0,984.0,0.0,18167.0,14482.0,18574.0,8307.0,8.0,28650.0,10360.0,0.0,1862.0,6127.0,5777.0,14805.0,10438.0
27688,20203,성동구,신발,13314290335.0,164577.0,2180345521.0,3452873046.0,1736499721.0,2560020317.0,1685880640.0,1135231590.0,563439500.0,0.0,1268148074.0,4564801914.0,5317556380.0,2149401127.0,14382840.0,5547642132.0,5463715719.0,2830131.0,1098556403.0,1866919961.0,3040391648.0,2940389826.0,2062269888.0,27252.0,33141.0,30650.0,30710.0,25243.0,11877.0,5704.0,0.0,38312.0,50010.0,51551.0,24514.0,190.0,64370.0,69725.0,49.0,15266.0,28318.0,19219.0,44024.0,27224.0
27687,20203,성동구,자동차수리,11710962958.0,57671.0,1669079717.0,2559577652.0,2599853495.0,1879219979.0,1831268321.0,1158374042.0,13589752.0,0.0,1997247587.0,3311675928.0,4067770825.0,2224109707.0,110158911.0,7489770837.0,1696258307.0,0.0,388666276.0,1476724033.0,1991908278.0,3014914008.0,2313816562.0,10102.0,11420.0,9853.0,9208.0,9550.0,7413.0,125.0,0.0,12898.0,16726.0,20036.0,7838.0,173.0,36560.0,10107.0,0.0,2393.0,6926.0,10725.0,14161.0,12465.0
27686,20203,성동구,슈퍼마켓,35542550480.0,2368170.0,5213610434.0,5219815986.0,6036725449.0,4819645486.0,5293765398.0,5105759509.0,3853228218.0,280972407.0,4014083820.0,6680350151.0,8235250998.0,12743347792.0,3588545312.0,15451317668.0,18525816006.0,100229123.0,3071130670.0,5101707366.0,7859985097.0,10055638475.0,7788442966.0,349298.0,351009.0,386619.0,328241.0,350988.0,330843.0,271172.0,31836.0,261571.0,390895.0,476007.0,887439.0,320422.0,1170695.0,1161824.0,18590.0,386373.0,406068.0,495531.0,587548.0,438424.0
27846,20203,강남구,신발,14145195917.0,141921.0,1363698964.0,1555061173.0,1676818014.0,1575650034.0,2408922625.0,3222486294.0,2342558813.0,0.0,161317237.0,3339734353.0,4797705433.0,5394833486.0,451605408.0,7007696482.0,6739361378.0,150608811.0,3855970647.0,3179529203.0,2685251984.0,2452967030.0,1422730188.0,15086.0,16323.0,17280.0,19011.0,21836.0,30079.0,22306.0,0.0,1924.0,30888.0,46085.0,57124.0,5900.0,62394.0,77848.0,1818.0,44930.0,30588.0,22316.0,26694.0,13896.0
27847,20203,강남구,완구,902455926.0,10703.0,69851558.0,37326637.0,126825522.0,39889437.0,173474531.0,313840286.0,141247955.0,0.0,424286.0,285936925.0,296314453.0,319042686.0,737576.0,326505210.0,492682750.0,22628424.0,202620023.0,263425963.0,237870189.0,81715355.0,10928005.0,918.0,1001.0,1338.0,1118.0,1227.0,3786.0,1315.0,0.0,27.0,2558.0,3948.0,4115.0,55.0,5249.0,5339.0,322.0,3761.0,3067.0,2135.0,1141.0,162.0
27873,20203,중구,편의점,45342083960.0,7644294.0,6744783260.0,7135387102.0,7354764649.0,7114452785.0,7549879592.0,5388667710.0,4054148862.0,4417971316.0,9685094635.0,7473553252.0,6738197157.0,10229735170.0,6797532430.0,29281227035.0,14063370392.0,309826080.0,11359247855.0,12752901257.0,9919971594.0,6344214218.0,2658436438.0,1156590.0,1240441.0,1272141.0,1234551.0,1269572.0,828055.0,642944.0,631284.0,1875711.0,1369640.0,1159331.0,1623925.0,984403.0,4993928.0,2490972.0,75649.0,2233581.0,2256901.0,1555853.0,978824.0,384087.0
27849,20203,송파구,호프-간이주점,16880263059.0,370182.0,1757345698.0,2096728408.0,2589854319.0,2358869412.0,2725556983.0,3276593696.0,2075314543.0,6119923720.0,252658913.0,287121809.0,286227546.0,3101273656.0,6833057415.0,10587401903.0,4999416795.0,192394319.0,5405450742.0,4119257223.0,2829922344.0,2169434823.0,870359254.0,42612.0,46428.0,51629.0,48511.0,59556.0,71892.0,49554.0,106221.0,6285.0,12752.0,13816.0,84448.0,146660.0,215795.0,136003.0,6394.0,138613.0,83517.0,58011.0,45995.0,19275.0
28038,20203,강남구,분식전문점,31978917525.0,2966540.0,4657137718.0,5173312322.0,5384174520.0,5001558245.0,5277888125.0,3971029580.0,2513817015.0,1028133094.0,2669141455.0,12025978938.0,5255880296.0,8717746892.0,2282036850.0,13303159022.0,13406306928.0,611451147.0,6458884916.0,6653667352.0,6735069114.0,4405735066.0,1844658376.0,454313.0,479067.0,495221.0,481365.0,489200.0,335988.0,231386.0,58642.0,335853.0,1101893.0,481271.0,818221.0,170660.0,1317162.0,1402154.0,80879.0,676255.0,684762.0,662140.0,434780.0,180477.0
28039,20203,강남구,세탁소,3669425644.0,171682.0,650565845.0,657813184.0,587960837.0,640559328.0,614067690.0,457687553.0,60771207.0,34971206.0,470258952.0,814810648.0,1156861502.0,1106414775.0,86108561.0,1456895369.0,1716904667.0,2302085.0,435468688.0,1009762837.0,871606111.0,537529151.0,317131167.0,30020.0,29799.0,29696.0,25872.0,26294.0,25854.0,4147.0,2682.0,22784.0,37404.0,47538.0,56201.0,5073.0,84103.0,79245.0,277.0,26576.0,45030.0,45660.0,31687.0,14125.0
28040,20203,강남구,일반의류,304511689718.0,2667092.0,37175571775.0,39334775925.0,45041840199.0,41724182312.0,46200849934.0,54205115864.0,40829353709.0,1204813320.0,7081512221.0,65543589979.0,101816113232.0,117132588742.0,11733072224.0,107971871551.0,185624852538.0,2443150866.0,61937240277.0,88772338450.0,62522476674.0,45270748016.0,32650769803.0,314163.0,350037.0,386996.0,382569.0,416413.0,459422.0,357492.0,11211.0,64756.0,525802.0,845380.0,1059891.0,160052.0,790270.0,1842010.0,44292.0,801544.0,744561.0,514812.0,344913.0,182151.0
28041,20203,강남구,화초,5668451630.0,104715.0,624095433.0,812156059.0,826717467.0,722474597.0,1282636899.0,1122857396.0,277513779.0,3423824.0,553861787.0,1778710600.0,1864891305.0,1354794367.0,112769747.0,1698229616.0,2215710214.0,11283332.0,508983385.0,934053556.0,530283083.0,882355392.0,1046981074.0,15276.0,16956.0,16855.0,16208.0,21942.0,12889.0,4589.0,88.0,13938.0,27860.0,28961.0,32841.0,1027.0,38254.0,55135.0,608.0,25491.0,29795.0,15595.0,13195.0,8700.0
28042,20203,송파구,편의점,75109557561.0,12270713.0,10501703027.0,10874907701.0,11407176802.0,10848697734.0,11740384326.0,10580142092.0,9156545879.0,9523348137.0,11663452635.0,10085603449.0,10149835706.0,19281473273.0,14405844361.0,49918839589.0,24080415165.0,1012411750.0,19170152051.0,21829028209.0,16902057694.0,10225773666.0,4859831391.0,1732518.0,1818745.0,1895395.0,1810160.0,1902297.0,1653894.0,1457704.0,1386107.0,2201082.0,1812730.0,1751763.0,3014446.0,2104585.0,8076298.0,4078560.0,292177.0,3716395.0,3496769.0,2446029.0,1521138.0,682355.0
28043,20203,송파구,반찬가게,204495833009.0,4467884.0,32869255031.0,34264213152.0,31499979788.0,28599409230.0,40449235013.0,29400904298.0,7412836497.0,62587208425.0,40874725202.0,30137611917.0,37764891352.0,21214237432.0,11917158681.0,86710332503.0,68550343889.0,93650111.0,9419204080.0,37092857049.0,40179503608.0,34129281172.0,34346180371.0,683498.0,721643.0,731121.0,640884.0,724288.0,689742.0,276708.0,975898.0,817868.0,732472.0,875753.0,792526.0,273367.0,2005186.0,1738876.0,6072.0,326519.0,831202.0,880055.0,895171.0,805041.0
