,기준_년분기_코드,자치구_코드_명,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_률,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
64556,20191,성북구,일반의류,1010.0,1011.0,4.8,49.0,3.0,30.0,1.0
64677,20191,노원구,변리사사무소,2.0,2.0,0.0,0.0,0.0,0.0,0.0
64678,20191,동작구,가구,57.0,57.0,5.3,3.0,0.0,0.0,0.0
64679,20191,서대문구,골프연습장,25.0,25.0,0.0,0.0,0.0,0.0,0.0
64680,20191,성동구,동물병원,36.0,37.0,0.0,0.0,0.0,0.0,1.0
64681,20191,동대문구,모터사이클및부품,30.0,30.0,0.0,0.0,0.0,0.0,0.0
64682,20191,영등포구,PC방,79.0,86.0,5.8,5.0,4.7,4.0,7.0
64683,20191,도봉구,가전제품수리,108.0,108.0,6.5,7.0,0.0,0.0,0.0
64612,20191,종로구,인테리어,151.0,151.0,1.3,2.0,2.6,4.0,0.0
64549,20191,금천구,커피-음료,287.0,436.0,7.8,34.0,5.7,25.0,149.0
64550,20191,강북구,치과의원,118.0,118.0,0.0,0.0,0.0,0.0,0.0
64551,20191,노원구,골프연습장,73.0,73.0,4.1,3.0,4.1,3.0,0.0
64552,20191,노원구,자전거 및 기타운송장비,37.0,37.0,0.0,0.0,0.0,0.0,0.0
64553,20191,성북구,치킨전문점,88.0,262.0,3.1,8.0,1.5,4.0,174.0
64554,20191,은평구,골프연습장,42.0,43.0,4.7,2.0,4.7,2.0,1.0
64555,20191,광진구,자동차부품,74.0,75.0,4.0,3.0,1.3,1.0,1.0
64636,20191,구로구,편의점,80.0,285.0,2.8,8.0,2.8,8.0,205.0
64605,20191,관악구,서적,124.0,125.0,8.0,10.0,4.0,5.0,1.0
64606,20191,강서구,의료기기,180.0,182.0,4.4,8.0,1.6,3.0,2.0
64607,20191,금천구,슈퍼마켓,342.0,427.0,3.0,13.0,1.9,8.0,85.0
64608,20191,금천구,시계및귀금속,66.0,75.0,2.7,2.0,0.0,0.0,9.0
64609,20191,마포구,편의점,108.0,414.0,4.1,17.0,4.1,17.0,306.0
64610,20191,서대문구,노래방,158.0,163.0,1.2,2.0,4.9,8.0,5.0
64611,20191,광진구,비디오/서적임대,11.0,13.0,0.0,0.0,0.0,0.0,2.0
64660,20191,종로구,전자상거래업,549.0,549.0,0.2,1.0,0.0,0.0,0.0
64661,20191,광진구,안경,67.0,84.0,0.0,0.0,2.4,2.0,17.0
64662,20191,용산구,핸드폰,250.0,250.0,1.2,3.0,0.8,2.0,0.0
64663,20191,영등포구,독서실,60.0,75.0,4.0,3.0,1.3,1.0,15.0
64632,20191,은평구,일반교습학원,733.0,827.0,3.5,29.0,3.3,27.0,94.0
64633,20191,종로구,커피-음료,1032.0,1280.0,4.8,61.0,2.8,36.0,248.0
64634,20191,강북구,패스트푸드점,52.0,126.0,11.1,14.0,3.2,4.0,74.0
64635,20191,금천구,자전거 및 기타운송장비,21.0,21.0,4.8,1.0,0.0,0.0,0.0
64568,20191,강서구,골프연습장,66.0,67.0,1.5,1.0,3.0,2.0,1.0
64569,20191,동작구,기타법무서비스,21.0,21.0,0.0,0.0,0.0,0.0,0.0
64570,20191,강남구,문구,305.0,369.0,1.9,7.0,1.6,6.0,64.0
64571,20191,서대문구,중식음식점,140.0,153.0,5.2,8.0,0.7,1.0,13.0
64572,20191,금천구,분식전문점,206.0,294.0,4.4,13.0,3.7,11.0,88.0
64573,20191,중구,인테리어,356.0,356.0,3.1,11.0,2.2,8.0,0.0
64574,20191,동대문구,치킨전문점,88.0,239.0,5.4,13.0,4.6,11.0,151.0
64575,20191,양천구,완구,24.0,24.0,8.3,2.0,4.2,1.0,0.0
64560,20191,영등포구,한복점,17.0,17.0,5.9,1.0,0.0,0.0,0.0
64561,20191,송파구,당구장,236.0,247.0,7.3,18.0,5.7,14.0,11.0
64562,20191,중랑구,유아의류,50.0,50.0,2.0,1.0,8.0,4.0,0.0
64563,20191,송파구,게스트하우스,17.0,18.0,16.7,3.0,0.0,0.0,1.0
64564,20191,관악구,문구,87.0,99.0,1.0,1.0,2.0,2.0,12.0
64565,20191,중랑구,자동차수리,195.0,213.0,0.5,1.0,2.3,5.0,18.0
64566,20191,송파구,여관,115.0,119.0,2.5,3.0,2.5,3.0,4.0
64567,20191,강남구,애완동물,137.0,145.0,3.4,5.0,4.1,6.0,8.0
64648,20191,광진구,변호사사무소,21.0,21.0,0.0,0.0,0.0,0.0,0.0
64649,20191,중구,모터사이클수리,44.0,44.0,2.3,1.0,0.0,0.0,0.0
64650,20191,광진구,골프연습장,45.0,45.0,0.0,0.0,2.2,1.0,0.0
64651,20191,광진구,스포츠클럽,95.0,97.0,5.2,5.0,3.1,3.0,2.0
64652,20191,마포구,화장품,588.0,663.0,4.5,30.0,1.7,11.0,75.0
64557,20191,강북구,건축물청소,103.0,107.0,7.5,8.0,1.9,2.0,4.0
64558,20191,강남구,의료기기,380.0,381.0,2.9,11.0,3.1,12.0,1.0
64559,20191,양천구,슈퍼마켓,333.0,444.0,3.4,15.0,2.7,12.0,111.0
64684,20191,강남구,치과의원,600.0,600.0,2.2,13.0,0.7,4.0,0.0
64713,20191,서대문구,DVD방,4.0,4.0,0.0,0.0,0.0,0.0,0.0
64712,20191,성북구,세탁소,231.0,271.0,3.7,10.0,1.8,5.0,40.0
64711,20191,성동구,일반교습학원,398.0,450.0,3.8,17.0,4.9,22.0,52.0
64710,20191,동대문구,가정용품임대,28.0,28.0,17.9,5.0,0.0,0.0,0.0
64645,20191,동작구,의약품,226.0,244.0,1.2,3.0,1.6,4.0,18.0
64646,20191,강북구,예술학원,165.0,168.0,7.1,12.0,4.8,8.0,3.0
64647,20191,서초구,피부관리실,346.0,369.0,3.5,13.0,4.6,17.0,23.0
64504,20191,광진구,컴퓨터및주변장치판매,385.0,385.0,1.3,5.0,0.5,2.0,0.0
64505,20191,중랑구,양식음식점,60.0,69.0,5.8,4.0,1.4,1.0,9.0
64506,20191,성동구,컴퓨터및주변장치판매,240.0,240.0,2.1,5.0,0.4,1.0,0.0
64507,20191,양천구,화초,146.0,146.0,6.2,9.0,4.8,7.0,0.0
64508,20191,강북구,가정용품임대,22.0,22.0,22.7,5.0,0.0,0.0,0.0
64509,20191,강동구,사진관,128.0,129.0,4.7,6.0,0.0,0.0,1.0
64510,20191,성동구,악기,10.0,10.0,0.0,0.0,0.0,0.0,0.0
64511,20191,마포구,호프-간이주점,1287.0,1419.0,4.0,57.0,4.4,62.0,132.0
64496,20191,은평구,자동차미용,39.0,42.0,7.1,3.0,7.1,3.0,3.0
64497,20191,광진구,자동차미용,26.0,29.0,0.0,0.0,6.9,2.0,3.0
64498,20191,서대문구,일반교습학원,495.0,543.0,6.8,37.0,3.3,18.0,48.0
64499,20191,양천구,철물점,87.0,87.0,1.1,1.0,0.0,0.0,0.0
64500,20191,구로구,변리사사무소,21.0,21.0,0.0,0.0,0.0,0.0,0.0
64501,20191,관악구,시계및귀금속,95.0,103.0,0.0,0.0,1.0,1.0,8.0
64502,20191,용산구,골프연습장,28.0,29.0,3.4,1.0,3.4,1.0,1.0
64503,20191,은평구,컴퓨터및주변장치판매,124.0,124.0,1.6,2.0,0.8,1.0,0.0
64488,20191,종로구,기타오락장,36.0,39.0,2.6,1.0,5.1,2.0,3.0
64489,20191,도봉구,가구,43.0,43.0,0.0,0.0,2.3,1.0,0.0
64490,20191,중랑구,악기,9.0,9.0,0.0,0.0,0.0,0.0,0.0
64491,20191,중랑구,통신기기수리,8.0,8.0,0.0,0.0,0.0,0.0,0.0
64492,20191,성동구,외국어학원,38.0,40.0,7.5,3.0,2.5,1.0,2.0
64493,20191,영등포구,고시원,11.0,11.0,0.0,0.0,0.0,0.0,0.0
64494,20191,송파구,의료기기,296.0,298.0,3.4,10.0,2.0,6.0,2.0
64495,20191,성북구,기타오락장,58.0,61.0,4.9,3.0,4.9,3.0,3.0
64544,20191,강남구,완구,78.0,78.0,2.6,2.0,1.3,1.0,0.0
64545,20191,도봉구,피부관리실,119.0,122.0,7.4,9.0,1.6,2.0,3.0
64546,20191,동작구,컴퓨터학원,13.0,14.0,28.6,4.0,0.0,0.0,1.0
64547,20191,중구,반찬가게,354.0,362.0,1.1,4.0,0.3,1.0,8.0
64548,20191,은평구,미곡판매,75.0,75.0,1.3,1.0,1.3,1.0,0.0
64485,20191,금천구,문구,167.0,180.0,0.6,1.0,1.1,2.0,13.0
64486,20191,중구,통신기기수리,22.0,22.0,4.5,1.0,4.5,1.0,0.0
64487,20191,동대문구,기타법무서비스,12.0,12.0,0.0,0.0,0.0,0.0,0.0
64472,20191,마포구,DVD방,7.0,7.0,14.3,1.0,0.0,0.0,0.0
64473,20191,노원구,서적,184.0,190.0,3.2,6.0,1.1,2.0,6.0
64474,20191,종로구,가전제품수리,69.0,69.0,1.4,1.0,0.0,0.0,0.0
64475,20191,강북구,치킨전문점,80.0,203.0,3.9,8.0,3.4,7.0,123.0
64476,20191,성동구,제과점,93.0,147.0,6.8,10.0,4.1,6.0,54.0
64477,20191,서대문구,여행사,233.0,233.0,3.9,9.0,0.4,1.0,0.0
64478,20191,강북구,의약품,173.0,191.0,3.1,6.0,0.5,1.0,18.0
64479,20191,성북구,법무사사무소,18.0,18.0,5.6,1.0,0.0,0.0,0.0
64464,20191,성북구,조명용품,129.0,129.0,1.6,2.0,1.6,2.0,0.0
64465,20191,영등포구,주류도매,36.0,36.0,5.6,2.0,0.0,0.0,0.0
64466,20191,중구,볼링장,9.0,9.0,11.1,1.0,0.0,0.0,0.0
64467,20191,구로구,당구장,140.0,142.0,6.3,9.0,6.3,9.0,2.0
64468,20191,금천구,일반의류,1575.0,1577.0,5.5,86.0,1.6,25.0,2.0
64469,20191,영등포구,모터사이클및부품,40.0,40.0,2.5,1.0,2.5,1.0,0.0
64470,20191,광진구,자동차수리,137.0,159.0,2.5,4.0,0.0,0.0,22.0
64471,20191,강서구,여관,179.0,180.0,5.0,9.0,7.8,14.0,1.0
64456,20191,광진구,전자게임장,13.0,13.0,7.7,1.0,7.7,1.0,0.0
64457,20191,노원구,화장품,336.0,406.0,4.4,18.0,1.2,5.0,70.0
64458,20191,종로구,세탁소,87.0,107.0,2.8,3.0,1.9,2.0,20.0
64459,20191,강서구,화초,194.0,194.0,3.6,7.0,3.6,7.0,0.0
64460,20191,영등포구,반찬가게,482.0,498.0,3.6,18.0,1.8,9.0,16.0
64461,20191,송파구,제과점,225.0,351.0,7.7,27.0,2.8,10.0,126.0
64462,20191,구로구,자동차수리,176.0,196.0,1.0,2.0,2.0,4.0,20.0
64463,20191,금천구,운동/경기용품,195.0,195.0,4.6,9.0,1.5,3.0,0.0
64512,20191,마포구,기타법무서비스,82.0,82.0,0.0,0.0,0.0,0.0,0.0
64513,20191,강북구,편의점,41.0,206.0,2.9,6.0,2.4,5.0,165.0
64514,20191,양천구,의약품,220.0,242.0,4.5,11.0,3.3,8.0,22.0
64515,20191,동대문구,가방,70.0,71.0,12.7,9.0,4.2,3.0,1.0
64516,20191,금천구,컴퓨터학원,17.0,17.0,0.0,0.0,0.0,0.0,0.0
64453,20191,동대문구,애완동물,51.0,55.0,10.9,6.0,5.5,3.0,4.0
64454,20191,용산구,외국어학원,47.0,52.0,3.8,2.0,1.9,1.0,5.0
64455,20191,강서구,신발,152.0,156.0,3.8,6.0,1.9,3.0,4.0
64440,20191,강동구,외국어학원,42.0,42.0,11.9,5.0,2.4,1.0,0.0
64441,20191,도봉구,주유소,40.0,40.0,0.0,0.0,5.0,2.0,0.0
64442,20191,금천구,미곡판매,48.0,48.0,2.1,1.0,0.0,0.0,0.0
64443,20191,관악구,자동차부품,62.0,62.0,0.0,0.0,0.0,0.0,0.0
64444,20191,중랑구,편의점,53.0,216.0,2.8,6.0,4.2,9.0,163.0
64445,20191,강북구,일식음식점,81.0,91.0,6.6,6.0,4.4,4.0,10.0
64446,20191,강북구,중고가구,1.0,1.0,0.0,0.0,0.0,0.0,0.0
64447,20191,강북구,자동차부품,48.0,49.0,4.1,2.0,2.0,1.0,1.0
64432,20191,강북구,피부관리실,140.0,147.0,6.8,10.0,6.1,9.0,7.0
64433,20191,금천구,볼링장,6.0,6.0,0.0,0.0,0.0,0.0,0.0
64434,20191,양천구,노래방,266.0,279.0,2.9,8.0,3.2,9.0,13.0
64435,20191,관악구,가정용품임대,21.0,21.0,9.5,2.0,0.0,0.0,0.0
64436,20191,영등포구,일반의류,1497.0,1506.0,3.9,59.0,1.7,26.0,9.0
64437,20191,강북구,회계사사무소,7.0,7.0,0.0,0.0,0.0,0.0,0.0
64438,20191,강동구,주류도매,39.0,39.0,2.6,1.0,0.0,0.0,0.0
64439,20191,금천구,녹음실,9.0,9.0,0.0,0.0,0.0,0.0,0.0
64424,20191,용산구,중식음식점,129.0,146.0,2.1,3.0,1.4,2.0,17.0
64425,20191,마포구,중고차판매,9.0,9.0,22.2,2.0,0.0,0.0,0.0
64426,20191,서초구,반찬가게,479.0,490.0,5.5,27.0,1.4,7.0,11.0
64427,20191,동대문구,네일숍,113.0,116.0,6.0,7.0,1.7,2.0,3.0
64428,20191,중구,육류판매,184.0,187.0,5.3,10.0,2.7,5.0,3.0
64429,20191,영등포구,스포츠클럽,102.0,112.0,8.9,10.0,2.7,3.0,10.0
64430,20191,동작구,노래방,218.0,219.0,4.6,10.0,4.6,10.0,1.0
64431,20191,서초구,애완동물,68.0,71.0,5.6,4.0,5.6,4.0,3.0
64480,20191,성북구,미곡판매,70.0,70.0,1.4,1.0,1.4,1.0,0.0
64481,20191,서대문구,자동차미용,32.0,34.0,2.9,1.0,0.0,0.0,2.0
64482,20191,구로구,가전제품수리,115.0,115.0,7.0,8.0,0.0,0.0,0.0
64483,20191,금천구,인테리어,130.0,130.0,1.5,2.0,3.8,5.0,0.0
64484,20191,중구,건축물청소,74.0,74.0,5.4,4.0,4.1,3.0,0.0
64421,20191,동작구,중식음식점,136.0,149.0,5.4,8.0,2.0,3.0,13.0
64422,20191,양천구,법무사사무소,110.0,110.0,0.0,0.0,0.0,0.0,0.0
64423,20191,마포구,치킨전문점,123.0,304.0,3.6,11.0,3.9,12.0,181.0
64408,20191,용산구,가방,152.0,152.0,3.9,6.0,3.3,5.0,0.0
64409,20191,강서구,복권방,43.0,43.0,0.0,0.0,0.0,0.0,0.0
64410,20191,강남구,녹음실,216.0,216.0,3.2,7.0,0.0,0.0,0.0
64411,20191,영등포구,안경,94.0,112.0,0.9,1.0,0.9,1.0,18.0
64412,20191,강남구,동물병원,88.0,90.0,2.2,2.0,3.3,3.0,2.0
64413,20191,은평구,치킨전문점,120.0,287.0,8.7,25.0,2.8,8.0,167.0
64414,20191,동대문구,통번역서비스,38.0,38.0,7.9,3.0,0.0,0.0,0.0
64415,20191,양천구,PC방,63.0,71.0,4.2,3.0,1.4,1.0,8.0
64400,20191,강서구,세탁소,259.0,324.0,3.1,10.0,2.5,8.0,65.0
64401,20191,종로구,한의원,139.0,139.0,2.2,3.0,0.0,0.0,0.0
64402,20191,금천구,의료기기,134.0,135.0,4.4,6.0,3.0,4.0,1.0
64403,20191,강서구,의약품,325.0,355.0,5.4,19.0,1.7,6.0,30.0
64404,20191,관악구,가전제품수리,99.0,99.0,7.1,7.0,0.0,0.0,0.0
64405,20191,동대문구,노래방,242.0,245.0,3.7,9.0,2.0,5.0,3.0
64406,20191,서대문구,부동산중개업,904.0,904.0,4.8,43.0,1.1,10.0,0.0
64407,20191,강북구,한의원,96.0,96.0,2.1,2.0,0.0,0.0,0.0
64392,20191,관악구,분식전문점,349.0,459.0,4.8,22.0,3.7,17.0,110.0
64393,20191,서대문구,동물병원,25.0,25.0,0.0,0.0,4.0,1.0,0.0
64394,20191,성북구,자동차미용,45.0,49.0,4.1,2.0,4.1,2.0,4.0
64395,20191,서대문구,가방,72.0,72.0,4.2,3.0,2.8,2.0,0.0
64396,20191,강북구,화장품,180.0,208.0,3.4,7.0,2.4,5.0,28.0
64397,20191,강북구,세무사사무소,69.0,69.0,1.4,1.0,2.9,2.0,0.0
64398,20191,서초구,컴퓨터및주변장치판매,701.0,702.0,1.1,8.0,0.9,6.0,1.0
64399,20191,금천구,완구,23.0,24.0,8.3,2.0,8.3,2.0,1.0
64448,20191,강남구,시계및귀금속,457.0,460.0,2.0,9.0,1.3,6.0,3.0
64449,20191,동대문구,인테리어,211.0,211.0,3.3,7.0,1.4,3.0,0.0
64450,20191,영등포구,핸드폰,321.0,323.0,3.4,11.0,4.0,13.0,2.0
64451,20191,금천구,미용실,482.0,511.0,4.5,23.0,2.2,11.0,29.0
64452,20191,용산구,자전거 및 기타운송장비,16.0,16.0,0.0,0.0,6.3,1.0,0.0
64389,20191,강북구,제과점,74.0,121.0,6.6,8.0,2.5,3.0,47.0
64390,20191,동대문구,복권방,52.0,52.0,0.0,0.0,0.0,0.0,0.0
64391,20191,용산구,유아의류,44.0,46.0,6.5,3.0,0.0,0.0,2.0
64376,20191,광진구,중고차판매,7.0,7.0,0.0,0.0,0.0,0.0,0.0
64377,20191,성북구,회계사사무소,1.0,1.0,0.0,0.0,0.0,0.0,0.0
64378,20191,중구,네일숍,82.0,88.0,3.4,3.0,1.1,1.0,6.0
64379,20191,금천구,애완동물,29.0,30.0,3.3,1.0,10.0,3.0,1.0
64380,20191,양천구,수산물판매,106.0,106.0,0.9,1.0,0.0,0.0,0.0
64381,20191,금천구,조명용품,957.0,958.0,1.9,18.0,0.6,6.0,1.0
64382,20191,서초구,완구,58.0,58.0,1.7,1.0,5.2,3.0,0.0
64383,20191,성동구,볼링장,3.0,3.0,0.0,0.0,0.0,0.0,0.0
64368,20191,동작구,양식음식점,109.0,134.0,5.2,7.0,3.0,4.0,25.0
64369,20191,성동구,중고차판매,179.0,179.0,1.7,3.0,1.1,2.0,0.0
64370,20191,동작구,세무사사무소,66.0,66.0,1.5,1.0,0.0,0.0,0.0
64371,20191,성북구,호프-간이주점,569.0,655.0,4.3,28.0,5.5,36.0,86.0
64372,20191,용산구,기타오락장,18.0,22.0,0.0,0.0,4.5,1.0,4.0
64373,20191,강남구,법무사사무소,186.0,186.0,3.2,6.0,0.0,0.0,0.0
64374,20191,강동구,고시원,2.0,2.0,0.0,0.0,0.0,0.0,0.0
64375,20191,강서구,일반의류,1469.0,1472.0,3.2,47.0,2.2,32.0,3.0
64360,20191,양천구,회계사사무소,6.0,6.0,16.7,1.0,0.0,0.0,0.0
64361,20191,강동구,복권방,40.0,40.0,0.0,0.0,0.0,0.0,0.0
64362,20191,강북구,변호사사무소,7.0,7.0,0.0,0.0,0.0,0.0,0.0
64363,20191,강서구,스포츠클럽,141.0,153.0,5.2,8.0,2.0,3.0,12.0
64364,20191,노원구,볼링장,6.0,6.0,0.0,0.0,0.0,0.0,0.0
64365,20191,마포구,한의원,158.0,158.0,1.9,3.0,0.6,1.0,0.0
64366,20191,강동구,가전제품,109.0,109.0,3.7,4.0,0.0,0.0,0.0
64367,20191,구로구,문구,183.0,203.0,3.0,6.0,1.5,3.0,20.0
64416,20191,성북구,여관,98.0,99.0,6.1,6.0,6.1,6.0,1.0
64417,20191,동작구,예술품,9.0,9.0,0.0,0.0,0.0,0.0,0.0
64418,20191,강동구,치과의원,227.0,227.0,1.8,4.0,0.0,0.0,0.0
64419,20191,마포구,세탁소,180.0,227.0,3.1,7.0,1.3,3.0,47.0
64420,20191,노원구,자동차미용,43.0,49.0,4.1,2.0,2.0,1.0,6.0
64357,20191,중랑구,섬유제품,83.0,83.0,6.0,5.0,1.2,1.0,0.0
64358,20191,서대문구,조명용품,97.0,97.0,1.0,1.0,4.1,4.0,0.0
64359,20191,강서구,건축물청소,231.0,234.0,6.4,15.0,3.0,7.0,3.0
64344,20191,송파구,DVD방,4.0,4.0,25.0,1.0,0.0,0.0,0.0
64345,20191,성동구,세탁소,150.0,186.0,3.2,6.0,2.7,5.0,36.0
64346,20191,용산구,비디오/서적임대,6.0,6.0,0.0,0.0,0.0,0.0,0.0
64347,20191,마포구,핸드폰,261.0,261.0,3.1,8.0,0.8,2.0,0.0
64348,20191,강북구,통번역서비스,22.0,22.0,13.6,3.0,0.0,0.0,0.0
64349,20191,성북구,외국어학원,63.0,65.0,1.5,1.0,6.2,4.0,2.0
64350,20191,동대문구,독서실,64.0,75.0,2.7,2.0,1.3,1.0,11.0
64351,20191,강동구,시계및귀금속,126.0,130.0,0.0,0.0,2.3,3.0,4.0
64336,20191,구로구,일식음식점,113.0,139.0,7.2,10.0,0.7,1.0,26.0
64337,20191,노원구,신발,140.0,140.0,3.6,5.0,0.7,1.0,0.0
64338,20191,관악구,컴퓨터학원,17.0,17.0,0.0,0.0,0.0,0.0,0.0
64339,20191,금천구,게스트하우스,1.0,1.0,100.0,1.0,0.0,0.0,0.0
64340,20191,종로구,모터사이클및부품,16.0,16.0,0.0,0.0,0.0,0.0,0.0
64341,20191,중랑구,가정용품임대,26.0,26.0,3.8,1.0,0.0,0.0,0.0
64342,20191,강동구,인테리어,206.0,206.0,2.9,6.0,1.0,2.0,0.0
64343,20191,광진구,DVD방,9.0,9.0,0.0,0.0,0.0,0.0,0.0
64328,20191,노원구,피부관리실,210.0,218.0,7.3,16.0,5.0,11.0,8.0
64329,20191,관악구,피부관리실,199.0,206.0,5.3,11.0,3.9,8.0,7.0
64330,20191,동대문구,컴퓨터및주변장치판매,147.0,147.0,0.0,0.0,2.7,4.0,0.0
64331,20191,중구,운동/경기용품,238.0,238.0,3.4,8.0,1.7,4.0,0.0
64332,20191,구로구,여행사,226.0,226.0,1.8,4.0,1.3,3.0,0.0
64333,20191,중랑구,볼링장,3.0,3.0,0.0,0.0,0.0,0.0,0.0
64334,20191,성동구,스포츠클럽,67.0,70.0,7.1,5.0,7.1,5.0,3.0
64335,20191,광진구,미용재료,33.0,34.0,11.8,4.0,0.0,0.0,1.0
64384,20191,서초구,PC방,60.0,69.0,2.9,2.0,11.6,8.0,9.0
64385,20191,중구,가정용품임대,12.0,12.0,16.7,2.0,0.0,0.0,0.0
64386,20191,강서구,자동차수리,267.0,302.0,2.6,8.0,3.6,11.0,35.0
64387,20191,강남구,외국어학원,306.0,317.0,3.8,12.0,1.3,4.0,11.0
64388,20191,중구,복권방,32.0,32.0,0.0,0.0,0.0,0.0,0.0
64325,20191,동작구,화초,163.0,163.0,3.1,5.0,0.6,1.0,0.0
64326,20191,성동구,자전거 및 기타운송장비,41.0,41.0,0.0,0.0,0.0,0.0,0.0
64327,20191,동대문구,볼링장,8.0,8.0,0.0,0.0,0.0,0.0,0.0
64312,20191,서초구,스포츠 강습,419.0,443.0,7.7,34.0,1.8,8.0,24.0
64313,20191,용산구,중고가구,77.0,77.0,1.3,1.0,0.0,0.0,0.0
64314,20191,광진구,서적,120.0,121.0,5.0,6.0,1.7,2.0,1.0
64315,20191,성동구,기타법무서비스,29.0,29.0,3.4,1.0,0.0,0.0,0.0
64316,20191,종로구,한식음식점,2508.0,2774.0,3.7,103.0,4.9,136.0,266.0
64317,20191,양천구,세무사사무소,106.0,106.0,0.0,0.0,4.7,5.0,0.0
64318,20191,송파구,기타법무서비스,96.0,96.0,8.3,8.0,0.0,0.0,0.0
64319,20191,서초구,복권방,25.0,25.0,0.0,0.0,0.0,0.0,0.0
64304,20191,중구,편의점,93.0,350.0,2.9,10.0,1.7,6.0,257.0
64305,20191,동작구,건축물청소,109.0,113.0,2.7,3.0,2.7,3.0,4.0
64306,20191,중랑구,세무사사무소,49.0,49.0,0.0,0.0,0.0,0.0,0.0
64307,20191,중구,조명용품,578.0,581.0,1.2,7.0,2.1,12.0,3.0
64308,20191,광진구,문구,100.0,113.0,0.9,1.0,1.8,2.0,13.0
64309,20191,강북구,애완동물,60.0,60.0,3.3,2.0,5.0,3.0,0.0
64310,20191,서초구,분식전문점,411.0,558.0,2.9,16.0,3.4,19.0,147.0
64311,20191,성북구,편의점,46.0,257.0,5.1,13.0,3.1,8.0,211.0
64296,20191,관악구,골프연습장,50.0,50.0,4.0,2.0,2.0,1.0,0.0
64297,20191,양천구,한의원,154.0,154.0,0.6,1.0,0.0,0.0,0.0
64298,20191,중구,치과의원,224.0,224.0,1.3,3.0,0.4,1.0,0.0
64299,20191,동대문구,일반의류,1356.0,1360.0,5.2,71.0,3.1,42.0,4.0
64300,20191,서대문구,중고가구,4.0,4.0,50.0,2.0,0.0,0.0,0.0
64301,20191,강북구,독서실,30.0,36.0,8.3,3.0,2.8,1.0,6.0
64302,20191,영등포구,예술품,33.0,33.0,9.1,3.0,3.0,1.0,0.0
64303,20191,강북구,통신기기수리,18.0,18.0,5.6,1.0,0.0,0.0,0.0
64352,20191,구로구,치킨전문점,90.0,255.0,5.5,14.0,2.4,6.0,165.0
64353,20191,구로구,외국어학원,56.0,59.0,5.1,3.0,3.4,2.0,3.0
64354,20191,영등포구,치과의원,239.0,239.0,1.3,3.0,0.4,1.0,0.0
64355,20191,종로구,게스트하우스,168.0,173.0,8.7,15.0,2.3,4.0,5.0
64356,20191,중랑구,자동차부품,117.0,118.0,4.2,5.0,1.7,2.0,1.0
64293,20191,서대문구,호프-간이주점,592.0,651.0,4.0,26.0,4.5,29.0,59.0
64294,20191,중구,한식음식점,2391.0,2695.0,3.3,89.0,2.9,79.0,304.0
64295,20191,성동구,부동산중개업,1057.0,1060.0,5.2,55.0,1.1,12.0,3.0
64280,20191,동작구,비디오/서적임대,11.0,11.0,9.1,1.0,18.2,2.0,0.0
64281,20191,성북구,네일숍,120.0,124.0,7.3,9.0,3.2,4.0,4.0
64282,20191,강남구,컴퓨터및주변장치판매,597.0,597.0,1.0,6.0,0.8,5.0,0.0
64283,20191,관악구,악기,15.0,15.0,6.7,1.0,0.0,0.0,0.0
64284,20191,송파구,노래방,578.0,590.0,3.2,19.0,3.2,19.0,12.0
64285,20191,성동구,법무사사무소,31.0,31.0,0.0,0.0,0.0,0.0,0.0
64286,20191,동작구,인테리어,98.0,98.0,2.0,2.0,3.1,3.0,0.0
64287,20191,구로구,가정용품임대,38.0,38.0,5.3,2.0,0.0,0.0,0.0
64272,20191,구로구,육류판매,222.0,223.0,3.1,7.0,2.7,6.0,1.0
64273,20191,용산구,의약품,156.0,171.0,0.6,1.0,1.2,2.0,15.0
64274,20191,금천구,청과상,167.0,167.0,4.8,8.0,4.8,8.0,0.0
64275,20191,동작구,가방,33.0,33.0,6.1,2.0,0.0,0.0,0.0
64276,20191,성동구,운동/경기용품,101.0,101.0,4.0,4.0,3.0,3.0,0.0
64277,20191,금천구,통신기기수리,38.0,38.0,13.2,5.0,0.0,0.0,0.0
64278,20191,중구,여행사,1144.0,1144.0,3.3,38.0,1.0,11.0,0.0
64279,20191,은평구,전자게임장,21.0,21.0,19.0,4.0,0.0,0.0,0.0
64264,20191,성북구,육류판매,211.0,211.0,1.4,3.0,2.8,6.0,0.0
64265,20191,구로구,골프연습장,68.0,68.0,5.9,4.0,2.9,2.0,0.0
64266,20191,마포구,세무사사무소,258.0,258.0,1.6,4.0,1.9,5.0,0.0
64267,20191,강동구,패스트푸드점,72.0,183.0,5.5,10.0,2.2,4.0,111.0
64268,20191,서대문구,편의점,60.0,240.0,4.6,11.0,2.9,7.0,180.0
64269,20191,양천구,유아의류,54.0,58.0,1.7,1.0,1.7,1.0,4.0
64270,20191,은평구,양식음식점,87.0,105.0,5.7,6.0,3.8,4.0,18.0
64271,20191,서대문구,의료기기,68.0,71.0,2.8,2.0,2.8,2.0,3.0
64320,20191,마포구,가구,114.0,114.0,0.0,0.0,0.9,1.0,0.0
64321,20191,관악구,일식음식점,158.0,182.0,5.5,10.0,3.8,7.0,24.0
64322,20191,중구,수산물판매,498.0,499.0,1.4,7.0,1.0,5.0,1.0
64323,20191,성동구,화초,128.0,128.0,5.5,7.0,3.1,4.0,0.0
