,기준_년분기_코드,자치구_코드_명,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_률,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
40328,20212,관악구,치과의원,209.0,209.0,1.4,3.0,0.0,0.0,0.0
40329,20212,관악구,동물병원,32.0,33.0,0.0,0.0,0.0,0.0,1.0
40330,20212,관악구,자동차미용,54.0,58.0,5.2,3.0,5.2,3.0,4.0
40331,20212,관악구,통번역서비스,81.0,81.0,1.2,1.0,3.7,3.0,0.0
40316,20212,동작구,볼링장,3.0,3.0,0.0,0.0,0.0,0.0,0.0
40317,20212,동작구,부동산중개업,1283.0,1284.0,3.5,45.0,2.7,35.0,1.0
40318,20212,동작구,게스트하우스,5.0,6.0,0.0,0.0,0.0,0.0,1.0
40319,20212,동작구,DVD방,2.0,2.0,50.0,1.0,50.0,1.0,0.0
40320,20212,광진구,중고가구,5.0,5.0,0.0,0.0,0.0,0.0,0.0
40321,20212,동작구,미곡판매,46.0,46.0,0.0,0.0,4.3,2.0,0.0
40322,20212,동작구,의료기기,96.0,97.0,2.1,2.0,2.1,2.0,1.0
40323,20212,동작구,운동/경기용품,72.0,72.0,1.4,1.0,5.6,4.0,0.0
40244,20212,마포구,전자게임장,13.0,15.0,6.7,1.0,13.3,2.0,2.0
40245,20212,마포구,모터사이클수리,19.0,20.0,0.0,0.0,5.0,1.0,1.0
40246,20212,마포구,고시원,5.0,5.0,0.0,0.0,20.0,1.0,0.0
40247,20212,마포구,의류임대,39.0,40.0,0.0,0.0,2.5,1.0,1.0
40312,20212,영등포구,철물점,119.0,119.0,0.0,0.0,0.0,0.0,0.0
40313,20212,동대문구,DVD방,3.0,3.0,0.0,0.0,0.0,0.0,0.0
40314,20212,동작구,스포츠 강습,218.0,231.0,8.2,19.0,1.3,3.0,13.0
40315,20212,동작구,변리사사무소,4.0,4.0,0.0,0.0,0.0,0.0,0.0
40300,20212,금천구,안경,36.0,49.0,2.0,1.0,2.0,1.0,13.0
40301,20212,금천구,시계및귀금속,74.0,83.0,2.4,2.0,1.2,1.0,9.0
40302,20212,금천구,가구,93.0,93.0,3.2,3.0,0.0,0.0,0.0
40303,20212,영등포구,일반교습학원,533.0,589.0,3.2,19.0,1.2,7.0,56.0
40240,20212,동대문구,화초,104.0,104.0,2.9,3.0,1.0,1.0,0.0
40241,20212,마포구,한의원,164.0,164.0,2.4,4.0,1.2,2.0,0.0
40242,20212,마포구,법무사사무소,77.0,77.0,0.0,0.0,0.0,0.0,0.0
40243,20212,마포구,당구장,126.0,128.0,5.5,7.0,6.3,8.0,2.0
40356,20212,강남구,전자상거래업,1635.0,1638.0,3.1,50.0,3.4,56.0,3.0
40293,20212,금천구,컴퓨터학원,17.0,17.0,0.0,0.0,0.0,0.0,0.0
40294,20212,금천구,치과의원,109.0,109.0,2.8,3.0,0.9,1.0,0.0
40295,20212,금천구,변호사사무소,20.0,20.0,0.0,0.0,0.0,0.0,0.0
40296,20212,금천구,PC방,42.0,49.0,2.0,1.0,6.1,3.0,7.0
40297,20212,금천구,여관,81.0,82.0,3.7,3.0,8.5,7.0,1.0
40298,20212,금천구,건축물청소,175.0,176.0,2.3,4.0,2.3,4.0,1.0
40299,20212,금천구,핸드폰,240.0,241.0,2.1,5.0,1.7,4.0,1.0
40284,20212,구로구,변리사사무소,25.0,25.0,0.0,0.0,0.0,0.0,0.0
40285,20212,구로구,자동차수리,166.0,183.0,1.6,3.0,1.6,3.0,17.0
40286,20212,구로구,세탁소,186.0,228.0,1.8,4.0,2.6,6.0,42.0
40287,20212,구로구,통번역서비스,72.0,72.0,2.8,2.0,4.2,3.0,0.0
40288,20212,구로구,컴퓨터및주변장치판매,588.0,588.0,1.4,8.0,1.0,6.0,0.0
40289,20212,구로구,유아의류,86.0,93.0,2.2,2.0,8.6,8.0,7.0
40290,20212,구로구,예술품,17.0,17.0,0.0,0.0,5.9,1.0,0.0
40291,20212,금천구,치킨전문점,76.0,197.0,4.6,9.0,6.6,13.0,121.0
40212,20212,노원구,애완동물,47.0,51.0,7.8,4.0,9.8,5.0,4.0
40213,20212,동대문구,PC방,69.0,81.0,1.2,1.0,3.7,3.0,12.0
40214,20212,노원구,인테리어,161.0,161.0,0.6,1.0,3.7,6.0,0.0
40215,20212,은평구,양식음식점,125.0,153.0,5.2,8.0,2.6,4.0,28.0
40280,20212,동대문구,가방,86.0,86.0,0.0,0.0,1.2,1.0,0.0
40281,20212,강서구,철물점,105.0,105.0,1.9,2.0,1.0,1.0,0.0
40282,20212,강서구,자동차부품,196.0,196.0,2.0,4.0,1.0,2.0,0.0
40283,20212,구로구,한식음식점,1789.0,2089.0,4.5,95.0,3.9,82.0,300.0
40268,20212,양천구,노래방,243.0,254.0,1.6,4.0,3.5,9.0,11.0
40269,20212,양천구,독서실,146.0,201.0,3.5,7.0,2.5,5.0,55.0
40270,20212,양천구,서적,151.0,154.0,1.3,2.0,0.6,1.0,3.0
40271,20212,양천구,문구,118.0,130.0,1.5,2.0,1.5,2.0,12.0
40208,20212,노원구,주류도매,18.0,18.0,0.0,0.0,0.0,0.0,0.0
40209,20212,노원구,육류판매,199.0,201.0,1.0,2.0,5.0,10.0,2.0
40210,20212,노원구,화장품,392.0,451.0,3.3,15.0,2.0,9.0,59.0
40211,20212,노원구,운동/경기용품,104.0,104.0,2.9,3.0,3.8,4.0,0.0
40324,20212,동작구,자전거 및 기타운송장비,15.0,15.0,0.0,0.0,0.0,0.0,0.0
40261,20212,양천구,골프연습장,69.0,70.0,1.4,1.0,0.0,0.0,1.0
40262,20212,양천구,볼링장,1.0,1.0,0.0,0.0,0.0,0.0,0.0
40263,20212,양천구,PC방,57.0,65.0,4.6,3.0,12.3,8.0,8.0
40264,20212,양천구,세탁소,193.0,260.0,3.8,10.0,1.9,5.0,67.0
40265,20212,양천구,가전제품수리,130.0,130.0,1.5,2.0,5.4,7.0,0.0
40266,20212,양천구,부동산중개업,1265.0,1265.0,3.1,39.0,3.2,41.0,0.0
40267,20212,양천구,게스트하우스,1.0,1.0,0.0,0.0,0.0,0.0,0.0
40252,20212,마포구,운동/경기용품,135.0,136.0,0.7,1.0,0.0,0.0,1.0
40253,20212,마포구,가전제품,88.0,88.0,2.3,2.0,0.0,0.0,0.0
40254,20212,중랑구,볼링장,3.0,3.0,0.0,0.0,0.0,0.0,0.0
40255,20212,마포구,재생용품 판매점,54.0,54.0,0.0,0.0,1.9,1.0,0.0
40256,20212,양천구,변호사사무소,119.0,119.0,2.5,3.0,0.8,1.0,0.0
40257,20212,양천구,변리사사무소,3.0,3.0,0.0,0.0,0.0,0.0,0.0
40258,20212,양천구,기타법무서비스,50.0,50.0,6.0,3.0,0.0,0.0,0.0
40259,20212,양천구,회계사사무소,7.0,7.0,14.3,1.0,0.0,0.0,0.0
40180,20212,성북구,미용재료,45.0,45.0,2.2,1.0,0.0,0.0,0.0
40181,20212,성북구,예술품,38.0,38.0,2.6,1.0,2.6,1.0,0.0
40182,20212,성북구,주유소,50.0,50.0,0.0,0.0,0.0,0.0,0.0
40183,20212,강북구,한식음식점,1634.0,1833.0,4.9,89.0,4.7,86.0,199.0
40248,20212,마포구,주류도매,50.0,50.0,4.0,2.0,0.0,0.0,0.0
40249,20212,마포구,수산물판매,146.0,148.0,1.4,2.0,2.7,4.0,2.0
40250,20212,마포구,청과상,230.0,231.0,1.3,3.0,1.7,4.0,1.0
40251,20212,마포구,문구,218.0,242.0,2.1,5.0,2.1,5.0,24.0
40236,20212,서대문구,인테리어,120.0,120.0,0.8,1.0,1.7,2.0,0.0
40237,20212,서대문구,자동차부품,36.0,36.0,5.6,2.0,8.3,3.0,0.0
40238,20212,서대문구,모터사이클및부품,18.0,18.0,11.1,2.0,0.0,0.0,0.0
40239,20212,마포구,일반교습학원,783.0,867.0,4.5,39.0,1.7,15.0,84.0
40176,20212,성북구,청과상,159.0,161.0,2.5,4.0,2.5,4.0,2.0
40177,20212,성북구,가방,67.0,68.0,2.9,2.0,1.5,1.0,1.0
40178,20212,성북구,안경,82.0,104.0,0.0,0.0,1.0,1.0,22.0
40179,20212,성북구,서적,127.0,132.0,2.3,3.0,0.8,1.0,5.0
40292,20212,금천구,분식전문점,235.0,334.0,4.2,14.0,2.1,7.0,99.0
40229,20212,서대문구,세무사사무소,46.0,46.0,2.2,1.0,0.0,0.0,0.0
40230,20212,서대문구,골프연습장,27.0,27.0,3.7,1.0,7.4,2.0,0.0
40231,20212,서대문구,노래방,125.0,129.0,3.1,4.0,7.0,9.0,4.0
40232,20212,서대문구,여행사,221.0,221.0,0.9,2.0,1.8,4.0,0.0
40233,20212,서대문구,비디오/서적임대,6.0,7.0,0.0,0.0,0.0,0.0,1.0
40234,20212,서대문구,서적,135.0,137.0,2.2,3.0,1.5,2.0,2.0
40235,20212,서대문구,가전제품,41.0,41.0,0.0,0.0,0.0,0.0,0.0
40220,20212,은평구,복권방,48.0,48.0,0.0,0.0,2.1,1.0,0.0
40221,20212,은평구,슈퍼마켓,324.0,468.0,2.6,12.0,3.6,17.0,144.0
40222,20212,은평구,신발,115.0,121.0,3.3,4.0,2.5,3.0,6.0
40223,20212,은평구,조명용품,178.0,178.0,1.1,2.0,1.7,3.0,0.0
40224,20212,은평구,모터사이클및부품,21.0,21.0,4.8,1.0,4.8,1.0,0.0
40225,20212,은평구,재생용품 판매점,45.0,45.0,2.2,1.0,0.0,0.0,0.0
40226,20212,서대문구,중식음식점,162.0,178.0,7.3,13.0,3.4,6.0,16.0
40227,20212,서대문구,치킨전문점,77.0,217.0,5.5,12.0,6.9,15.0,140.0
40148,20212,중랑구,기타오락장,65.0,69.0,1.4,1.0,10.1,7.0,4.0
40149,20212,중랑구,복권방,38.0,38.0,0.0,0.0,2.6,1.0,0.0
40150,20212,중랑구,모터사이클수리,40.0,40.0,7.5,3.0,5.0,2.0,0.0
40151,20212,중랑구,네일숍,154.0,154.0,4.5,7.0,2.6,4.0,0.0
40216,20212,은평구,외국어학원,65.0,67.0,4.5,3.0,3.0,2.0,2.0
40217,20212,은평구,법무사사무소,39.0,39.0,2.6,1.0,0.0,0.0,0.0
40218,20212,은평구,볼링장,4.0,4.0,0.0,0.0,0.0,0.0,0.0
40219,20212,은평구,전자게임장,17.0,17.0,5.9,1.0,23.5,4.0,0.0
40204,20212,노원구,치과의원,212.0,212.0,1.9,4.0,0.5,1.0,0.0
40205,20212,노원구,복권방,33.0,33.0,3.0,1.0,0.0,0.0,0.0
40206,20212,성북구,골프연습장,38.0,38.0,2.6,1.0,2.6,1.0,0.0
40207,20212,노원구,컴퓨터및주변장치판매,157.0,158.0,2.5,4.0,3.2,5.0,1.0
40144,20212,동대문구,비디오/서적임대,5.0,7.0,0.0,0.0,0.0,0.0,2.0
40145,20212,중랑구,일반의원,266.0,266.0,1.9,5.0,1.5,4.0,0.0
40146,20212,중랑구,한의원,121.0,121.0,3.3,4.0,1.7,2.0,0.0
40147,20212,중랑구,세무사사무소,55.0,55.0,0.0,0.0,0.0,0.0,0.0
40260,20212,양천구,세무사사무소,111.0,111.0,1.8,2.0,0.9,1.0,0.0
40197,20212,도봉구,네일숍,119.0,120.0,3.3,4.0,2.5,3.0,1.0
40198,20212,도봉구,컴퓨터및주변장치판매,89.0,89.0,2.2,2.0,2.2,2.0,0.0
40199,20212,도봉구,미용재료,33.0,33.0,3.0,1.0,3.0,1.0,0.0
40200,20212,도봉구,섬유제품,67.0,67.0,0.0,0.0,1.5,1.0,0.0
40201,20212,도봉구,재생용품 판매점,38.0,38.0,2.6,1.0,0.0,0.0,0.0
40202,20212,노원구,호프-간이주점,418.0,487.0,4.5,22.0,4.7,23.0,69.0
40203,20212,노원구,커피-음료,534.0,724.0,5.5,40.0,4.3,31.0,190.0
40188,20212,강북구,피부관리실,162.0,171.0,6.4,11.0,2.3,4.0,9.0
40189,20212,강북구,세탁소,124.0,156.0,1.3,2.0,1.9,3.0,32.0
40190,20212,강북구,통번역서비스,26.0,26.0,0.0,0.0,7.7,2.0,0.0
40191,20212,강북구,슈퍼마켓,287.0,366.0,1.4,5.0,1.4,5.0,79.0
40192,20212,강북구,편의점,49.0,222.0,4.5,10.0,4.1,9.0,173.0
40193,20212,강북구,일반의류,770.0,772.0,2.8,22.0,3.9,30.0,2.0
40194,20212,강북구,가방,53.0,53.0,1.9,1.0,0.0,0.0,0.0
40195,20212,강북구,악기,6.0,6.0,0.0,0.0,0.0,0.0,0.0
40116,20212,성동구,부동산중개업,1298.0,1303.0,2.1,27.0,2.8,37.0,5.0
40117,20212,성동구,미곡판매,65.0,65.0,0.0,0.0,1.5,1.0,0.0
40118,20212,성동구,중고가구,4.0,4.0,0.0,0.0,0.0,0.0,0.0
40119,20212,성동구,가전제품,60.0,60.0,0.0,0.0,3.3,2.0,0.0
40184,20212,강북구,치킨전문점,110.0,243.0,6.6,16.0,8.2,20.0,133.0
40185,20212,강북구,호프-간이주점,583.0,649.0,4.5,29.0,5.9,38.0,66.0
40186,20212,강북구,외국어학원,25.0,25.0,0.0,0.0,0.0,0.0,0.0
40187,20212,강북구,네일숍,138.0,140.0,4.3,6.0,1.4,2.0,2.0
40172,20212,성북구,건축물청소,156.0,160.0,4.4,7.0,2.5,4.0,4.0
40173,20212,성북구,비디오/서적임대,8.0,9.0,0.0,0.0,0.0,0.0,1.0
40174,20212,성북구,미곡판매,72.0,72.0,0.0,0.0,2.8,2.0,0.0
40175,20212,성북구,수산물판매,108.0,108.0,0.9,1.0,0.9,1.0,0.0
40112,20212,성동구,일반교습학원,425.0,476.0,3.2,15.0,1.7,8.0,51.0
40113,20212,성동구,컴퓨터학원,12.0,12.0,0.0,0.0,0.0,0.0,0.0
40114,20212,성동구,회계사사무소,21.0,21.0,4.8,1.0,0.0,0.0,0.0
40115,20212,성동구,통신기기수리,16.0,16.0,0.0,0.0,0.0,0.0,0.0
40228,20212,서대문구,호프-간이주점,553.0,607.0,2.8,17.0,3.8,23.0,54.0
40165,20212,성북구,분식전문점,342.0,455.0,5.7,26.0,4.2,19.0,113.0
40166,20212,성북구,컴퓨터학원,4.0,4.0,25.0,1.0,0.0,0.0,0.0
40167,20212,성북구,스포츠 강습,253.0,261.0,5.0,13.0,1.5,4.0,8.0
40168,20212,성북구,볼링장,5.0,5.0,0.0,0.0,0.0,0.0,0.0
40169,20212,성북구,자동차미용,61.0,68.0,4.4,3.0,0.0,0.0,7.0
40170,20212,성북구,모터사이클수리,31.0,33.0,0.0,0.0,0.0,0.0,2.0
40171,20212,성북구,녹음실,21.0,21.0,4.8,1.0,0.0,0.0,0.0
40156,20212,중랑구,건축물청소,259.0,265.0,6.8,18.0,0.0,0.0,6.0
40157,20212,중랑구,핸드폰,331.0,334.0,2.4,8.0,3.3,11.0,3.0
40158,20212,중랑구,반찬가게,268.0,269.0,2.6,7.0,2.6,7.0,1.0
40159,20212,중랑구,서적,102.0,105.0,2.9,3.0,4.8,5.0,3.0
40160,20212,성북구,중고가구,4.0,4.0,0.0,0.0,0.0,0.0,0.0
40161,20212,중랑구,주유소,34.0,34.0,2.9,1.0,0.0,0.0,0.0
40162,20212,성북구,한식음식점,1632.0,1848.0,4.5,83.0,3.5,64.0,216.0
40163,20212,성북구,일식음식점,126.0,152.0,5.3,8.0,5.3,8.0,26.0
40084,20212,종로구,녹음실,13.0,13.0,0.0,0.0,0.0,0.0,0.0
40085,20212,종로구,가정용품임대,10.0,10.0,10.0,1.0,0.0,0.0,0.0
40086,20212,종로구,슈퍼마켓,368.0,461.0,3.5,16.0,2.6,12.0,93.0
40087,20212,종로구,육류판매,95.0,95.0,1.1,1.0,0.0,0.0,0.0
40152,20212,중랑구,여관,118.0,118.0,1.7,2.0,2.5,3.0,0.0
40153,20212,중랑구,고시원,1.0,1.0,0.0,0.0,0.0,0.0,0.0
40154,20212,중랑구,DVD방,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40155,20212,중랑구,통번역서비스,33.0,33.0,6.1,2.0,0.0,0.0,0.0
40140,20212,동대문구,동물병원,29.0,29.0,3.4,1.0,0.0,0.0,0.0
40141,20212,동대문구,전자게임장,17.0,18.0,5.6,1.0,11.1,2.0,1.0
40142,20212,동대문구,녹음실,12.0,12.0,0.0,0.0,0.0,0.0,0.0
40143,20212,동대문구,여행사,108.0,109.0,2.8,3.0,1.8,2.0,1.0
40080,20212,종로구,복권방,25.0,25.0,4.0,1.0,0.0,0.0,0.0
40081,20212,종로구,미용실,273.0,292.0,2.4,7.0,1.7,5.0,19.0
40082,20212,종로구,여관,241.0,242.0,3.7,9.0,4.1,10.0,1.0
40083,20212,종로구,독서실,32.0,37.0,10.8,4.0,5.4,2.0,5.0
40196,20212,도봉구,중식음식점,88.0,91.0,12.1,11.0,4.4,4.0,3.0
40133,20212,광진구,가전제품,176.0,176.0,0.0,0.0,1.1,2.0,0.0
40134,20212,성북구,재생용품 판매점,51.0,51.0,0.0,0.0,0.0,0.0,0.0
40135,20212,강북구,자동차미용,46.0,52.0,1.9,1.0,3.8,2.0,6.0
40136,20212,동대문구,일반교습학원,482.0,553.0,4.2,23.0,3.1,17.0,71.0
40137,20212,광진구,악기,23.0,23.0,4.3,1.0,0.0,0.0,0.0
40138,20212,동대문구,일반의원,267.0,267.0,1.1,3.0,0.7,2.0,0.0
40139,20212,동대문구,치과의원,158.0,158.0,3.2,5.0,0.0,0.0,0.0
40124,20212,광진구,양식음식점,191.0,222.0,7.2,16.0,3.2,7.0,31.0
40125,20212,광진구,패스트푸드점,88.0,217.0,5.5,12.0,4.1,9.0,129.0
40126,20212,광진구,호프-간이주점,737.0,824.0,3.5,29.0,4.1,34.0,87.0
40127,20212,광진구,일반의원,289.0,289.0,0.3,1.0,0.7,2.0,0.0
40128,20212,광진구,모터사이클수리,24.0,25.0,4.0,1.0,4.0,1.0,1.0
40129,20212,광진구,여행사,109.0,109.0,2.8,3.0,2.8,3.0,0.0
